"","D1d0","D1d1","D1d2","D1d4","D1d5","D1d6","D1d7","D1d8","D1d9","D1d10","D1d11","D1d12","D1d13","D1d14","D1d15","D1d16","D1d17","D1d18","D1d21","D1d26","D1d28","D1d30","D1d32","D1d35","D1d42","D1d49","D1d56","D1d65","D1d74","D1d81","D1d87"
"Butane, 2,2,3,3-tetramethyl-",0,0.0226423426666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butane,1,2,4-trichloro-heptafluoro-",0,0,0,0,0.14375337215,0,0,0,0.036267008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanenitrile",0,0.00816495366666667,0.0102911563,0,0,0,0.015404771,0,0.027623275,0.0186381523333333,0,0,0,0,0,0.0359637193333333,0,0,0.0356713321666667,0,0,0,0,0.0148303838333333,0,0,0.00785813923333333,0,0,0,0
"Butanenitrile, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308158606666667,0.0151498176666667,0,0,0,0,0,0,0,0,0.00398293666666667,0,0,0.0019815609,0.00347738716666667,0,0
"Butanenitrile, 2,3-dioxo-, dioxime, O,O'-diacetyl-",0,0,0,0,0.01495752885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanenitrile, 3-methyl-",0,0,0.0168480187,0,0,0,0,0,0.0483786695,0,0,0,0,0,0,0.056301467,0,0,0,0,0,0,0,0,0,0,0.0182444958333333,0,0.00698019266666667,0,0
"Butanethioic acid, S-methyl ester",0,0,0,0,0,0.00591860053333333,0.016545755,0.0253065131666667,0.052161967,0.057270374,0.0772974746666667,0.044288486,0.059098224,0.0479276926666667,0.113541264333333,0,0,0,0.03530335,0.0182935507666667,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid",0,0,0,0,0,0.0931485723333333,0.264426285,0.244569978,4.8747275635,0,4.30981154466667,11.218772074,13.1531252700667,0,0,0,0,0,0,0,0,0,0.068453006,0,0.0134528408333333,0,0.0089755224,0,0,0,0
"Butanoic acid, 1-methylbutyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0.00812867143333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 1-methylpropyl ester",0,0,0,0,0,0,0,0,0.020578754,0.025257924,0,0,0.0654345775,0.0757180813333333,0.203951430666667,0.0561966413333333,0.0334315143333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55031500166667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 2-methyl-, 3-methylbutyl ester",0,0,0,0,0,0,0.00913254,0.0095406292,0.0359942315,0.0360122346666667,0.0285635983333333,0.0247181986666667,0.0402108455,0.0282512393333333,0.0570583526666667,0.011763939,0.010103918,0,0.00851117996666667,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 2-methyl-, ethyl ester",0,0,0,0,0,0.0379572769333333,0.09456405,0.0878239008333333,0.2401373305,0.231082915333333,0.236405413333333,0.250766216666667,0.5275188636,0.530112319333333,1.27651428266667,0.342854599333333,0.136774999333333,0.0906376886666667,0.0755086776,0.0175476877,0,0,0,0,0,0.0147543799666667,0,0,0,0,0
"Butanoic acid, 2-methyl-, methyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00771957233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 2-methyl-, propyl ester",0,0,0,0,0,0.00515657103333333,0.02689209,0.0210927111666667,0.0676722885,0.0790068613333333,0.083147971,0.0866895553333333,0.1667830328,0.149970574333333,0.335706088,0.0839299536666667,0.0438100886666667,0.026446556,0.026091871,0,0,0,0,0,0,0.0097933539,0,0,0,0,0
"Butanoic acid, 2-methylpropyl ester",0,0,0,0,0,0,0.011425802,0,0.02691983,0,0,0,0.0752954369,0.0522504493333333,0.147729328666667,0.036513105,0.0334539856666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 2-propenyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0.0343569322333333,0.0489713453333333,0.146783283,0.0685312006666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 3-methyl-",0,0,0,0,0,0.0264417657,0.10541792,0.1209328796,2.269108269,1.821213159,1.385078419,2.42395201733333,2.0282168571,1.12713677733333,2.442788919,3.06651842466667,2.91133849166667,2.181016481,0.529461600033333,0.302801158166667,0,0.013520436,0.010040845,0,0,2.66271500883333,0,0,0,0,0
"Butanoic acid, 3-methyl-, 3-methylbutyl ester",0,0,0,0,0,0,0,0,0,0.00513325166666667,0,0.00524651933333333,0.007914285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 3-methyl-, butyl ester",0,0,0,0,0,0.0095668817,0.02461714,0.0122909056333333,0.031802174,0.048474164,0,0.0709611833333333,0.0966175221666667,0.0925760523333333,0.184922358333333,0.0461040573333333,0.0307099576666667,0.013702294,0.0138683812333333,0.0116796007666667,0,0,0,0,0,0.0150365434666667,0,0,0,0,0
"Butanoic acid, 3-methyl-, ethyl ester",0,0,0,0,0,0.0317859911666667,0.06371911,0.0581031984333333,0.1359138265,0.129226385666667,0.173128277,0.175365008,0.354735608833333,0.296063232666667,0.756053522,0.194459992,0.0803811146666667,0.0422750153333333,0.0377555197,0.0108831624,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 3-methyl-, propyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0.0886900230333333,0,0,0,0,0,0.0126637491,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 3-methylbutyl ester",0,0,0,0,0,0,0.051881985,0.0732416587666667,0.294069154,0.248640477,0.199130148666667,0.173761260333333,0.261378229933333,0.221820449,0.443180555,0.0905303936666667,0.0709626566666667,0.034091762,0.0402735674,0.0144973979333333,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 4-chloro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.114816627666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, butyl ester",0,0,0,0,0.0048334646,0.3116329295,0,0.355555786166667,0.8317103385,1.23787723933333,1.45242887466667,0,1.6854100494,0,6.429654304,1.934971187,0,0.682692641666667,0.168213341033333,0.0770321609666667,0.4113213373,0.0135964618,0.0136370623333333,0.00265986256666667,0.00919222176666667,0.252131998833333,0.00916183426666667,0,0,0.00642017733333333,0.00861597553333333
"Butanoic acid, ethyl ester",0,0.00545407066666667,0,0,0,0.339708263066667,0,0,1.4744703485,1.40136417966667,0,0,0,2.25377697033333,0,0,0,0,0.413596583166667,0,0,0.0425460367,0.0212468633333333,0,0.0250701444666667,0.164282389133333,0,0.00166569803333333,0,0.0112198292,0.00843735713333333
"Butanoic acid, methyl ester",0,0,0,0,0,0,0,0.0298217259666667,0,0.08061376,0,0,0,0,0,0.153755473333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, phenyl ester",0,0,0,0,0,0,0,0,0.0089080615,0.00921436366666667,0.00974593233333333,0.0116192896666667,0.0112773881666667,0.00387074566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, propyl ester",0,0,0,0,0,0.0735581028333333,0.30552685,0.3146788725,0.807851803,0,0,0,2.01236700406667,0,6.213842937,2.04770431533333,0,0.631662801333333,0,0.0982689974,0.392074212233333,0.0204017812,0.0119939956666667,0.00232078486666667,0.00936144413333333,0.172044580966667,0.00634575293333333,0,0,0.00600435916666667,0.00431857656666667
"Butyl 2-methylbutanoate",0,0,0,0,0,0.0337585904,0.08275392,0.0467761617666667,0.135322941,0.155801349666667,0.185599104666667,0.194212159333333,0.2812827825,0.270591033,0.607439966666667,0.15615784,0.096332289,0.0376917416666667,0.0342078911666667,0,0,0,0,0,0,0.0417607228333333,0,0,0,0,0
"Butylated Hydroxytoluene",0,0,0,0,0,0,0,0,0.0021518635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyrolactone",0,0,0.00960036583333333,0,0,0.00842177456666667,0,0.0131511364666667,0.0533059915,0.0755069146666667,0,0,0,0,0.482407068333333,0.291555716,0,0,0,0,0,0.0555962684333333,0.016810879,0,0,0,0,0,0,0,0
"Camphene",0,0,0,0,0,0,0,0,0.0119024445,0,0,0,0,0.0355698313333333,0,0.00872183466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00306304193333333
"Carbamic acid, (cyanomethyl)-, 1,1-dimethylethyl ester",0,0,0,0,0.00213017865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carbamic acid, dimethyl-, ethyl ester",0,0,0,0,0,0,0,0.00792519783333333,0,0.03465278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carbamic acid, methyl ester",0,0,0.230877090166667,0,0,0,0.08572167,0.213403995133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carbamic acid, methyl-, ethyl ester",0,0,0,0,0,0,0,0.00351421726666667,0,0,0.0189230803333333,0.00938743233333333,0.0093434731,0,0.0331462803333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carbamic acid, monoammonium salt",0,0,0,0,0,0,4.24817,0,0,0,1.16580219133333,0,0,0,0,2.107608008,0,0,13.0988962734,0,0,0,0,0,0,0,0,0,0,0,0
"Carbamic acid, N-[1,1-bis(trifluoromethyl)ethyl]-, 4-(1,1,3,3-tetramethylbutyl)phenyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987115560666667,0,0,0,0,0
"Carbohydrazide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623679876666667,0,0,0,0,0.0500879514333333,0.0407762,0,0,0.0491730937,0,0,0,0,0
"Carbon Tetrachloride",0,0,0,0,0.0178784196,0,0,0,0.0371251245,0,0,0,0,0,0,0,0.0505035703333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carbonic acid, dimethyl ester",0,0,0.1260071482,0,0,0,0,0.0709601605,0.205139425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carbonic acid, dodecyl vinyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172501368
"Carbonic acid, eicosyl vinyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701811717333333
"CH3NHCH2CN",0,0,0,0,0,0,0.24372235,0.2832297684,0.9302342595,0.314506938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cis-2-Ethyl-3-methylthiophane",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228969686666667,0,0.0308019496666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyanamide, dimethyl-",0,0,0,0,0,0,0.1492051,0.116489122633333,0.2720843765,0.287598202,0.151853240333333,0.076697733,0.105196981733333,0.0559233716666667,0.140896590666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyanopyrazine",0,0,0,0,0,0,0.008768848,0.00588681563333333,0.008948434,0.0180848323333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclobutane, (1-methylethylidene)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320263133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclobutylamine",0,0,0,0,0,0,0,0,0,0,0,0.358231998666667,0,0.588076516333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohept-4-enone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00873797093333333,0,0,0,0.00188380136666667,0,0,0,0,0,0,0
"Cyclohexane",0,0,0,0,0,0,0,0.0043514086,0,0,0.012975855,0,0.0338688503666667,0,0,0,0,0,0,0.0128845679,0,0,0,0,0,0,0,0,0,0,0.0282471457333333
"Cyclohexane, [6-cyclopentyl-3-(3-cyclopentylpropyl)hexyl]-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160931910333333,0.1694536566,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, 1-ethyl-2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104435033333333,0,0
"Cyclohexane, 1,1,3-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.00203906343333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140689801
"Cyclohexane, 1,3-dimethyl-, cis-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152811760666667
"Cyclohexane, ethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00300395576666667,0,0,0,0,0,0
"Cyclohexane, isothiocyanato-",0,0,0,0,0,0,0,0.00835069393333333,0,0,0,0,0,0,1.44555079033333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0272009690666667,0.0246919123333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexanecarboxylic acid, ethyl ester",0,0,0,0,0,0,0,0,0,0,0.00561673066666667,0,0.00412826626666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexanol",0.005194522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163340155666667,0,0,0,0,0
"Cyclohexanone",0,0,0,0,0,0,0,0,0.0183305515,0,0,0,0.0391995993,0.0357546896666667,0,0.0362305633333333,0,0,0.0410655463,0,0.249603758033333,0,0,0,0,0.0852430785333333,0,0,0,0,0
"Cyclohexene",0,0,0,0,0,0,0.0066405525,0,0,0,0.012849583,0,0,0,0,0,0,0,0.0621623830333333,0,0,0.0271297912,0,0,0,0,0,0,0,0,0
"Cyclohexene, 1-methyl-",0,0.0220753143333333,0,0,0,0,0.02527461,0,0.002875588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexene, 1-methyl-4-(1-methylethylidene)-",0,0,0,0,0,0,0.001805953,0,0,0,0.00603592333333333,0.00523273466666667,0,0.008389406,0.0153075146666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexene, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.00494552033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexene, 3,5,5-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00626101046666667
"Cyclooctane, methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516164743333333
"Cyclopentane, butyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0179843167666667,0.013011528,0.0483612566666667,0,0.0104619143333333,0,0,0,0,0,0,0,0,0.0130978841666667,0,0,0,0,0
"Cyclopentane, ethyl-",0,0,0,0,0,0,0,0,0.004743212,0,0,0,0,0.00835665766666667,0,0.005774336,0.0105498206666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentane, methyl-",0,0,0,0,0,0,0.017771815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentane, propyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653579196666667,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentanol",0,0,0,0,0,0,0,0,0,0,0,0,0.0047734069,0.005650184,0.016990981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentanone, 2-methyl-",0,0,0,0,0,0,0.0088522065,0,0.0107390815,0.0173581113333333,0.0176035083333333,0.0107884243333333,0,0,0,0,0,0,0,0,0,0,0,0.0146838415666667,0,0,0,0,0,0,0
"Cyclopentene",0,0,0,0,0,0,0,0,0.0197355285,0,0,0,0,0,0.054029557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012411878,0
"Cyclopentene, 1-methyl-",0,0,0.00591103296666667,0.00226592183333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentene, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690899517,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, 1-ethyl-2-methyl-, cis-",0,0,0,0,0.0151181128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00536579686666667,0,0
"Cyclopropane, 1,1-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142707132,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, 1,2-dimethyl-, cis-",0,0,0,0,0.00802656655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, 1,2-dimethyl-, trans-",0,0,0,0,0,0,0,0,0.027752038,0,0,0,0,0,0,0.0345474336666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, ethyl-",0,0,0,0,0,0,0,0,0,0,0.0714491513333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0654218772333333,0,0,0,0,0,0,0
"Cyclopropane, ethylidene-",0,0.0797463486666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085206505,0,0,0.0759793769666667,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropyl carbinol",0,0,0,0,0,0,0,0,0,0,0,0,0.180537639066667,0,1.15984523066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D-Limonene",0,0,0,0,0.00663348115,0,0,0,0,0,0,0,0,0,0,0.0403227926666667,0.0332248496666667,0.024460486,0,0.0103677885333333,0,0,0,0,0,0.0658249625666667,0,0,0,0,0
"Decanal",0,0,0,0,0,0,0,0,0.046031316,0,0,0,0,0,0.0669374726666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Decane",0,0.018219302,0,0,0,0.0525827322333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Decanoic acid, ethyl ester",0,0,0,0,0,0,0,0.00331275893333333,0.016543124,0.0198371936666667,0.020725341,0.0221634496666667,0.0380332027666667,0.0385306913333333,0.117737259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diacetyl sulphide",0,0,0,0,0,0,0.044981585,0,0,0,0,0,0,0,0,0,0,0,0.440094233566667,0,0,0.0777253325666667,0,0,0,0,0,0,0,0,0
"Diazene, dimethyl-",0,0,0,0,0,0,0.640760132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dibutyl phthalate",0,0,0,0,0,0,0,0,0.01103767,0,0,0,0.0508081824333333,0,0.034294766,0,0.914041247333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dicyclopentadiene",0,0,0.0043744959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diethyl azodicarboxylate",0,0,0,0,0.00677089145,0.0170299990333333,0.2055421,0,0,0,0.679486709666667,0.762164637333333,0,0,2.60548441466667,0.246529904666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diethyl Phthalate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00591778943333333
"Diethyltoluamide",0,0,0,0,0,0,0.05972055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dihydro-2(3H)-thiophenone",0,0,0,0,0,0.002477714,0.0050790635,0.0035587161,0.012224664,0.0116350796666667,0.0223981596666667,0.0112883666666667,0.0148848492,0.011806182,0.047735611,0.00795781366666667,0,0.00407117866666667,0,0.00363669416666667,0,0,0.00157256766666667,0.00375419926666667,0,0.0247109666666667,0,0,0,0,0
"Diisobutyl cellosolve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00680788883333333
"Dimethyl ether",0,0,0.154902681266667,0,0,0,0.36807135,0,2.0311694125,0,0,0,1.3593801372,0,9.98773141433333,0,0,0,0,0,0,0,0,0,0,0,0.0301825816,0,0,0,0
"Dimethyl sulfide",0,0,0,0,0,0.0866014384333333,0,0,0.1122392945,0,0.283369392666667,0.232625331,0.311287132866667,0.217677937,0,0,0,0,0,0.261551057033333,0,0,0,0,0,0,0,0,0,0.1038199703,0
"Dimethyl sulfone",0,0,0,0,0,0.00463618393333333,0.067502805,0.0322780998333333,0.1107632435,0,0.791901357666667,0.54290694,0.134478717733333,0.77284722,3.30945326733333,0.135833448,0.207116848333333,0.153052559,0,0,0.1523614713,0,0.00982968633333333,0.0131668466333333,0,0,0,0,0,0,0
"Dimethyl Sulfoxide",0,0,0,0,0,0,0,0,0,0,0,0,0.00700408776666667,0,0,0,0.0218412043333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dimethyl trisulfide",0,0.0125651163333333,0.0390201991,0.0781476737,0.1018685821,0.491402672033333,0,0,0,1.745231048,0,0,0,0,0,1.471053232,0.917443937,0.781758582333333,0.8183168571,0.3752291604,2.74383498223333,0.5261970904,0.174899673333333,0.270445470533333,0.0604420081333333,1.9970972962,0.0813463266666667,0.0261635179,0,0.021380396,0.0285935120666667
"Dimethylamine",0,0,0,0,0,0.0310540190333333,0.3572857,0.0727807705666667,0,0.132454504333333,0.187186242333333,0.0978388383333333,0.0323019224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diphenylacetylene",0,0,0,0,0,0,0,0,0,0,0,0.00425893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Disulfide, bis(1,1,3,3-tetramethylbutyl)",0,0,0,0,0,0,0.008040841,0,0.0350421995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Disulfide, dimethyl",0,0,0,0,0,0,2.531183,0,0,0,0,0,3.6188704326,0,0,0,0,0,0,0,9.74116726363333,0,0,0.495037690466667,0,3.33964372403333,0.4837389158,0.130118310233333,0,0,0.3140337839
"Disulfide, methyl (methylthio)methyl",0,0,0,0,0,0.0092963706,0.03764644,0.0249977829,0.0801305775,0.052320464,0.0406163676666667,0.044235343,0.0461572499333333,0.031695097,0.147004085,0.0385962793333333,0.047263409,0.0305502223333333,0.0393905405,0.0136329172,0.0780700949,0.0056137239,0.003190683,0,0,0.0268378598,0,0,0,0,0
"Disulfide, methyl propyl",0,0,0,0,0,0,0,0.0039276638,0.013383655,0.0129673553333333,0,0.010516138,0.0126781314666667,0.0119207983333333,0.024968757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dl-Alanyl-l-alanine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650564893333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dodecane",0,0,0,0,0,0,0,0,0,0.0458656703333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dotriacontane",0,0,0,0,0,0,0,0,0,0.035475521,0,0,0.0903635531,0,0,0,0,0,0.227785914566667,0,0,0.0818199616,0,0,0,0,0,0,0,0,0
"Doxepin",0,0,0,0,0,0,0.23821779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eicosane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822218767666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erythro-3-bromo-2-pentanol",0,0,0,0,0,0,0.0085804635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanamine, N,N-difluoro-",0,0,0,0,0,0,0.0203907,0,0.06041264,0,0,0.031229194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethane",0,0,0,0,0.00742699705,0.0324757067666667,0.043904535,0.0515974860333333,2.377779644,2.042229387,0,0.211958776666667,0.255739130266667,0.200652706,0.229723681,0.275695568333333,0.102438093,0,0.043258628,0.0411402643,0,0,0.00841825266666667,0,0,0.208623842433333,0,0,0,0,0
"Ethane, (methylthio)-",0,0,0,0,0,0.00124532406666667,0.00250122,0,0,0,0,0,0,0,0,0,0,0,0.0066108964,0,0,0,0,0,0,0,0,0,0,0,0
"Ethane, 1,1-bis(methylthio)-",0,0,0,0,0,0.0052645234,0.0121905105,0.005513701,0.0188469575,0.0182328086666667,0.0208653236666667,0.016505477,0.0250109938666667,0.0190751826666667,0.053342533,0.010576824,0.008829597,0,0,0,0,0,0,0,0,0.110890188533333,0,0,0,0,0
"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-",0,0,0,0,0,0,0,0.0134704370666667,0,0,0,0,0,0,0.103792131333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethane, 1,2-dichloro-",0.00495623933333333,0,0,0,0,0.0019653878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-",0,0,0,0,0,0,0.00134545395,0,0,0,0,0.004790573,0,0,0,0,0,0.00472421233333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethane, iodo-",0,0,0,0,0,0.0440915506666667,0,0,0,0.112765919666667,0,0,0,0,0,0.149709765,0,0,0,0,0,0,0,0,0,0,0.0048184266,0,0,0.00471097723333333,0
"Ethane, nitro-",0,0,0.0796608880666667,0,0,0.234457536966667,0.42842845,0,0.088166083,0.548422148666667,0.550744724333333,0.0614989693333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2626010884,0,0,0,0,0
"Ethane, pentafluoro-",0,0,0,0.00692763593333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanesulfonyl fluoride",0,0,0,0,0,0,0.049889095,0,0.042903378,0,0,0,0.3184563846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanol",10.3413837776667,0,0,0,0,0,0,4.0999878793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanol, 2-(methylamino)-",0,0.271227435,1.29014372953333,0,0.06201887325,0.190683235366667,0,0.2887564583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanol, 2-(methylthio)-",0,0,0,0,0,0.00752762956666667,0.02717627,0.0109571576666667,0.0559964115,0.113876354666667,0.120053347333333,0.0751861763333333,0.128129551266667,0.114123197666667,0.364358945,0.163773316666667,0.129212474,0.064695537,0.0185388122,0,0,0,0,0,0,0.0125827631,0,0,0,0,0
