"","foot1_SS2","foot1_SS3","foot1_SS4","foot1_SS5","foot1_SS6","foot2_SS2","foot2_SS3","foot2_SS4","foot2_SS5","foot2_SS6","foot3_SS5","foot3_SS6","foot4_SS5","foot4_SS6","foot5_SS2","foot5_SS3","foot5_SS4","foot5_SS5","foot5_SS6","foot6_SS5","foot6_SS6","foot7_SS5","foot7_SS6","foot8_SS4","foot8_SS5","foot8_SS6","foot9_SS4","foot9_SS5","foot9_SS6"
"Butanoic acid, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0.436719215,0.0019634144,0,0,0,0.0048769711,0,0,0,0,0,0,0.008215155,0,0,0
"Butanoic acid, methyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270741374333333,0,0,0,0,0,0,0,0,0
"Butanoic acid, propyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0.0227385878,0.164091543333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butylated Hydroxytoluene",0,0,0,0,0.0101486895,0,0,0.0605221735333333,0.233259405666667,0.1728127907,0,0.149461079666667,0,0.169912740333333,0.0004047832,0,0,0,0,0,0,0,0,0.0016998365,0,0,0.00449246433333333,0,0
"Butyrolactone",0.0212506937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2H5CH=CHCH=CH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005659929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Camphene",0,0,0,0,0,0,0,0,0,0,0.0069240011,0,0.03223304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caprolactam",0,0,0,0,0.00760010325,0,0,0,0,0.0186435789,0,0,0,0.025826021,0,0,0,0,0,0,0,0.0114836931666667,0,0,0,0,0.00526505623333333,0.0372026450333333,0.0185075823333333
"Carbamic acid, methyl ester",0,0,0,0,0,0,0,0,0.0369595196666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carbamic acid, monoammonium salt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.663303353,0,0,0,0,0,0,0,0
"Carbamic acid, N-[1,1-bis(trifluoromethyl)ethyl]-, 4-(1,1,3,3-tetramethylbutyl)phenyl ester",0,0,0,0.0158593555,0.02579383835,0,0,0,0,0.06858228215,0.0067639285,0,0,0.235276638,0.0148908934,0,0,0,0,0,0,0,0,0,0.00190384996666667,0,0,0.00629974703333333,0
"Carbohydrazide",0,0,0,0,0,0,0,0,0,0.02039497255,0,0,0,0,0,0,0,0.516696539666667,0,0,0,0,0,0,0,0,0,0,0
"Carbon disulfide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2486736245,0,0,0
"Carbon Tetrachloride",0,0,0,0.0250435759333333,0,0,0,0,0,0,0.0229100138,0,0,0.056288749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carbonic acid, dimethyl ester",0,0,0,0,0,0.0721994846,0,0,0,0,0,0,0,0,0,0,0,0,0.0391160811,0,0,0,0,0,0,0,0,0,0
"Carbonic acid, dodecyl vinyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015703858
"Carbonic acid, eicosyl vinyl ester",0,0,0,0,0,0,0,0,0.133256887666667,0,0,0,0,0,0,0,0,0.0512247826666667,0,0,0,0,0,0,0,0,0,0,0
"Carbonic acid, octadecyl vinyl ester",0,0,0,0,0.0109274989,0,0,0,0,0,0,0,0.31123244715,0,0.026640482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carbonic acid, tetradecyl vinyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329881180666667,0,0.168759225333333,0,0,0,0,0,0.0480529851666667,0
"Carbonic acid, tridecyl vinyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072094839,0,0,0,0.0533920534,0,0,0,0,0,0,0,0,0
"Carbonocyanidic acid, ethyl ester",0,0,0,0,0,0,0,0,0,0.0146362678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carbonodithioic acid, S,S-dimethyl ester",0,0,0,0,0,0,0,0,0,0.01340798095,0,0,0,0.00896507433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carbonyl sulfide",0,0,0,0,0,0,0,0,0,0,0.00309683525,0,0.0023971592,0,0,0,0,0.00417337733333333,0,0.0012225624,0,0.0413192005333333,0,0,0,0,0,0.00588828173333333,0.03455034
"Cedrol",0,0,0,0,0,0.002969959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH3C(O)CH2CH2OH",0,0,0,0,0.0040856814,0,0,0,0.00651678933333333,0.01291333835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010331585
"cis-2-Methyl-7-octadecene",0,0,0.0131837127666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cis-Decalin, 2-syn-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.07605497205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cis-Thujopsene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00415265173333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"cis,cis-1,6-Dimethylspiro[4.5]decane",0,0,0,0,0,0,0,0,0,0.06456622505,0.07018391505,0,0.01942466935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cis,trans-2-Ethylbicyclo[4.4.0]decane",0,0,0,0,0.04444672335,0,0,0,0,0,0.1730438661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyanamide",0,0,0,0,0,0,0,0,0.243146683666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyanamide, dimethyl-",0,0,0,0,0,0,0,0,0,0.0057116015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclobuta[1,2:3,4]dicyclopentene, 1,3a,3b,4,6a,6b-hexahydro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017636663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclobutane, (1-methylethylidene)-",0,0,0,0.00341555126666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclobutanemethanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03183617
"Cyclobutanone, 2-methyl-",0,0,0,0,0,0,0.00365175406666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclodecane",0,0,0,0,0,0.0425808546,0,0,0,0,0,0,0,0,0.0021585504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclododecane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134696406666667,0,0,0,0,0,0,0,0,0,0,0
"Cyclododecanemethanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054841977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclododecanol",0,0,0,0,0.01439845285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohept-4-enone",0,0,0,0,0,0.05780201905,0,0,0.059335455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cycloheptane, bromo-",0,0,0,0,0,0,0,0,0,0,0,0.038974698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, (1-methylpropyl)-",0,0,0,0,0,0,0,0.0465993855,0,0,0,0,0,0,0,0.0681695017,0,0,0,0,0.066598784,0,0,0,0,0,0,0,0
"Cyclohexane, (2-methylpropyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865109165,0,0,0
"Cyclohexane, [6-cyclopentyl-3-(3-cyclopentylpropyl)hexyl]-",0,0.0241791193333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, 1-ethyl-2-methyl-",0,0,0,0,0,0,0.250399825,0,0.0641524423333333,0,0,0,0.0428409653,0,0,0,0,0,0,0,0,0,0,0,0,0.101314768,0,0,0
"Cyclohexane, 1-ethyl-2-propyl-",0,0,0,0,0,0,0,0,0,0.1766552689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, 1-ethyl-2,3-dimethyl-",0,0,0.0179237134,0.0489326812333333,0,0,0,0,0.0535900773333333,0,0,0.090428291,0.0362429995,0,0,0,0,0,0,0,0,0.0277710504333333,0,0,0.0162781117,0,0,0,0
"Cyclohexane, 1-ethyl-4-methyl-, cis-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005975274,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, 1,1,2,3-tetramethyl-",0,0,0,0,0,0.00849848485,0,0,0,0,0,0,0.01410390605,0.0241015106666667,0.0032842226,0.0398765967666667,0.00666503923333333,0,0,0,0.017624706,0,0,0,0,0,0,0,0.00722953166666667
"Cyclohexane, 1,1,3-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023183246,0,0,0,0,0.0057598858,0.0178370305,0,0,0,0,0,0,0,0
"Cyclohexane, 1,1'-(1,2-dimethyl-1,2-ethanediyl)bis-",0,0,0,0,0,0,0,0,0,0,0,0,0.1801040103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, 1,2-diethyl-, cis-",0,0.0527633366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349510726666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, 1,2-dimethyl- (cis/trans)",0,0,0,0,0,0,0,0,0,0,0,0.151341377666667,0,0,0.0057235046,0,0,0,0,0,0.098958189,0,0,0,0,0.0931334465,0,0,0
"Cyclohexane, 1,2-dimethyl-, cis-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02162484575,0,0,0.0153647539333333,0,0
"Cyclohexane, 1,2,3-trimethyl-",0,0.0426521046666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01132918955,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, 1,2,4-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.02005062045,0,0,0,0,0,0,0,0.049033625,0,0.0507817436666667,0,0,0,0,0,0
"Cyclohexane, 1,2,4,5-tetraethyl-, (1α,2α,4α,5α)-",0,0,0,0.0678367269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, 1,3-dimethyl-",0.0110788284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, 1,3-dimethyl-, cis-",0,0,0,0,0.0792728566,0,0,0,0.0652037123333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, 1,3-dimethyl-, trans-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970951535,0,0,0,0,0,0,0,0
"Cyclohexane, 1,3,5-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334454955,0,0.04967941,0,0,0,0,0,0.0422374106666667
"Cyclohexane, 1,3,5-trimethyl-, (1α,3α,5β)-",0,0,0,0.0450049324666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, 2-ethyl-1,3-dimethyl-",0,0,0,0,0,0,0,0,0,0.04566458165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, 3-ethyl-5-methyl-1-propyl-",0,0,0,0.0675694542333333,0.0168884524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, ethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030996302,0,0,0,0,0,0.04697749,0,0,0,0,0,0,0,0
"Cyclohexane, hexyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203301148666667,0,0,0,0,0,0,0
"Cyclohexane, isocyanato-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00548897066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003311256
"Cyclohexane, isothiocyanato-",0,0,0,0,0,0,0,0,0.0816253866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0464900866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, propyl-",0,0,0,0,0,0.02079106995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039866713,0,0,0,0,0,0,0,0
"Cyclohexanemethanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023996678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376728456666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0.124849911666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexanone, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023687181,0,0,0,0.0086639244,0,0,0,0,0,0,0,0,0,0
"Cyclohexanone, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016326457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexanone, 4-ethyl-",0,0,0,0,0,0.0272031431,0.0376545744,0.0186240256333333,0.110835601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexanone, 5-methyl-2-(1-methylethyl)-, trans-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533855185,0,0,0,0,0
"Cyclohexene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077264242,0,0,0,0,0,0.023420369,0,0,0,0,0,0,0,0
"Cyclohexene, 1-butyl-",0,0,0,0.0318114420666667,0,0,0,0,0,0,0,0,0.02855434745,0.0813566556666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexene, 1-methyl-",0.0108637507,0,0,0,0,0.0099437103,0,0,0,0.01016020345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexene, 1-pentyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010234152,0,0,0,0,0,0,0,0
"Cyclohexene, 3-methyl-",0,0,0,0,0,0.0085177406,0,0,0,0,0,0,0,0.004946611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexene, 3-pentyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.020359367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexene, 3,3,5-trimethyl-",0,0,0,0,0,0,0,0,0.026261337,0,0.01006859425,0,0.0020731084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexene, 3,5-dimethyl-",0,0,0,0,0,0,0,0,0,0.02181555105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexene, 3,5,5-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080545503,0,0,0,0
"Cyclohexene, 4-(4-ethylcyclohexyl)-1-pentyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018552,0,0,0,0,0,0,0,0
"Cyclohexene, 4-ethenyl-",0,0,0,0,0.01962900865,0,0,0,0.0262805273333333,0.0257670343,0,0,0,0.0164170743333333,0,0,0,0,0,0,0,0,0.005873044,0,0.0149891416,0,0,0,0.0218323553333333
"Cyclohexene, 4-methyl-",0,0,0,0.00200657773333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001326345,0
"Cyclooctane, 1,4-dimethyl-, cis-",0,0,0,0.418088370066667,0,0,0,0,0,0,0,0,0,0,0.0043156385,0,0,0,0,0,0,0,0,0.0254132675,0,0,0,0.0140881009,0
"Cyclooctane, 1,4-dimethyl-, trans-",0,0,0,0,0,0,0,0,0,0,0,0,0.3156566146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132826494,0
"Cyclooctane, methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032913827,0,0,0,0,0,0,0,0,0,0,0.0472777265,0,0,0
"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-",0,0,0,0,0,0,0,0,0,0.0019250917,0,0,0.0012205922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentane, 1-ethyl-2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054917567,0,0,0,0,0,0,0,0,0,0
"Cyclopentane, 1-ethyl-2-methyl-, cis-",0,0.089654644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148107212333333,0,0,0.0168517915,0,0,0
"Cyclopentane, 1-methyl-3-(1-methylethyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012729125,0,0,0,0,0,0,0,0
"Cyclopentane, 1-methyl-3-(2-methylpropyl)-",0,0,0,0,0,0,0,0,0,0,0.039468218,0,0.27855387125,0,0,0,0,0,0,0,0.0329103505,0,0,0,0,0,0,0,0
"Cyclopentane, 1,2,4-trimethyl-",0,0,0,0,0.0281147386,0.02022440105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentane, ethyl-",0,0,0,0,0.04591336375,0,0,0,0,0,0,0,0,0.0676294133333333,0,0,0,0,0.0243540462,0,0.0702843985,0,0.0956596566666667,0,0,0.095704003,0,0,0.08268034
"Cyclopentane, hexyl-",0,0,0,0,0,0,0.307958313833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentane, methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550092988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135114397666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086837973,0,0,0,0,0,0,0,0
"Cyclopentanone, 2-ethyl-",0,0,0,0,0,0,0,0,0.00654641866666667,0.0198984576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentanone, 2-methyl-",0,0,0,0.0341768507666667,0,0,0,0,0.130624062666667,0,0.0406242129,0,0,0,0.0028298932,0,0,0.0230389526666667,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentanone, 3-methyl-",0,0,0,0,0,0.00359435235,0,0,0.015303553,0,0,0,0,0,0.0018386637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentene",0,0,0,0,0,0,0,0,0,0,0,0,0.01329906195,0.0624832156666667,0.007781261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentene, 1-methyl-",0,0,0.00541320266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentene, 1,5-dimethyl-",0,0,0,0,0,0.00196499975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentene, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0012515018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, 1-butyl-1-methyl-2-propyl-",0,0,0,0,0,0,0.181465791433333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, 1-ethyl-2-methyl-, cis-",0.0129844915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, 1-methyl-2-pentyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014316334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, 1,1-diethyl-",0,0,0,0,0,0,0,0,0,0.01703124985,0,0,0,0,0,0,0,0,0,0,0.005493221,0,0,0,0,0,0,0,0
"Cyclopropane, 1,1-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065591818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, 1,1,2,3-tetramethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008741879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, 1,2-dimethyl-, cis-",0,0,0,0,0,0,0,0,0,0,0.0379449618,0,0.02018064415,0,0,0,0,0,0,0.0376839206,0,0,0,0,0,0,0,0,0
"Cyclopropane, 1,2,3-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016821839,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, ethyl-",0,0,0,0,0,0,0,0,0,0.1175974361,0,0,0,0,0.0654495584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, ethylidene-",0,0,0,0,0,0,0,0,0,0,0.0726757516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropyl carbinol",0,0,0,0,0.0434047669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclotridecane",0,0,0,0,0,0,0,0,0.236421414333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0572976213333333,0,0,0,0,0,0,0
"Decanal",0,0,0,0,0,0.04536559645,0,0,0.0417892573333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747801066666667
"Decane",0,0,0,0,0.3178196429,0,0,0.195161727066667,0,0,0,0,0,0,0,0,0,0,0,0,0.12378953,0,0,0,0,0,0,0,0
"Decane, 2,2,6-trimethyl-",0,0,0,0,0.05714276865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Decane, 2,5-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.1144796692,0,0.0062095238,0,0,0,0,0,0,0,0,0.04418988065,0,0,0,0,0
"Decane, 2,5,6-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066901199,0,0,0,0,0,0,0,0,0
"Decane, 2,5,9-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023310806,0,0,0,0,0,0
"Decane, 2,6,7-trimethyl-",0,0,0,0,0,0,0,0,0,0,0.159260993,0,0,0,0.0051307784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Decane, 2,6,8-trimethyl-",0,0,0,0,0,0.3438666209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019197991,0,0,0,0,0,0,0,0
"Decane, 2,9-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.2583628964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Decane, 3,6-dimethyl-",0,0,0,0.0194499512333333,0.0098021317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134244915,0,0,0
"Decane, 3,8-dimethyl-",0.02095435785,0,0,0,0.05728307675,0,0,0,0,0,0,0,0,0,0.0021186614,0,0,0,0,0,0,0,0,0,0.0099855216,0,0,0,0
"Decane, 5-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002828405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"di-tert-Butyl dicarbonate",0,0,0,0,0,0,0,0,0,0,0,0,0.05759801765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diacetyl sulphide",0,0,0,0,0,0.7350580028,0,0,0,0,0,0,0,0,0.2399504077,0.2931277653,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diazene, dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008847816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diazene, dimethyl-, 1-oxide",0,0,0,0,0,0.0048536714,0,0,0,0.0037131335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diazenecarboximidoyl bromide",0,0,0,0,0,0,0,0,0,0.03672824085,0,0,0.0294305272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dibenzo[cd,g]indazole-3-sulfonic acid, 2,6-dihydro-6-oxo-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131874785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dichloroacetic acid, decyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048026478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dicyclopentadiene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035876865,0,0,0
"Diethyl azodicarboxylate",0.0486161678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014145088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diethyl fumarate",0,0,0,0,0,0,0,0.00357247803333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019363598,0,0,0,0,0
"Diethyl Phthalate",0,0,0,0,0,0,0.00868094123333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00764678016666667,0,0,0.0208539147,0
"Diethyltoluamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066574368,0,0,0,0,0,0,0,0,0,0.0190001448666667,0,0,0,0
"Diisobutyl cellosolve",0,1.138339979,0,0,0.13833776195,0,0,0,0,0,0,0,0,0.358519856,0,0,0,0,0,0,0,0,0,0,0,0.466780061,0,0,0
"Diisopropyl ether",0,0,0,0,0,0,0,0,0,0.01056874505,0,0,0,0,0.0008664967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dimethyl ether",0,0,0,0.6192700264,0,0,0,0,0,0,0.0060096475,0,0,0,0,0,0,0,0,0,1.8442292995,0.0153846331333333,0,0.0325751605,0.0077642441,0,0.1537605117,0,0.0360381006666667
"Dimethyl palmitamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345093659,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dimethyl sulfide",0,0,0,0.0098794997,0.00790827775,0,0,0,0.006409847,0,0,0,0,0,0,0,0,0.03926021,0.6722367116,0.00620246386666667,0,0.0358476520666667,0,0,0,0,0,0,0
"Dimethyl sulfone",0,0,0,0,3.5152082049,0,0,0,2.40770612233333,1.07447988195,0.0067944979,0,0,0,0.0888812999,0,0,0,0,0,0.017090351,0,0.00778503,0,0,0.0204403525,0,0,0.0186851076666667
"Dimethyl Sulfoxide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082086634,0.259776519366667,0,0,0,0,0,0,0,0,0,0,0,0,0
