"","foot1_SS2","foot1_SS3","foot1_SS4","foot1_SS5","foot1_SS6","foot2_SS2","foot2_SS3","foot2_SS4","foot2_SS5","foot2_SS6","foot3_SS5","foot3_SS6","foot4_SS5","foot4_SS6","foot5_SS2","foot5_SS3","foot5_SS4","foot5_SS5","foot5_SS6","foot6_SS5","foot6_SS6","foot7_SS5","foot7_SS6","foot8_SS4","foot8_SS5","foot8_SS6","foot9_SS4","foot9_SS5","foot9_SS6"
"Acetic acid, (acetyloxy)-",0,0,0,0,0,0,0,0,0,0,0,0.008150268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, 2-ethylhexyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0.0807120151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, anhydride with formic acid",0,0,0,0,0,0,0,0,0,0.0138443197,0,0,0,2.815487551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, butyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0.0184241475,0,0.0041672847,0,0,0,0,0.0251995489333333,0,0,0,0,0,0,0,0,0
"Acetic acid, cyclohexyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659467168,0,0,0,0,0,0,0,0,0,0
"Acetic acid, hydrazide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086514912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, hydroxy-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035041029,0,0.546520145766667,0.2810370935,0,0.6223973177,0
"Acetic acid, hydroxy-, methyl ester",0,0,0,0,0.0209720322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078655056,0,0,0,0,0,0,0,0,0,0.00955388166666667
"Acetic acid, methoxy-, anhydride",0,0,0,0,0,0.002729181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, methyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505253628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, phenylmethyl ester",0,0,0,0,0,0,0,0,0,0,0,0.00883925166666667,0.00849463145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetoin",0,0,0,0,0,0.00236240615,0,0,0,0,0,0,0.00382723915,0,0.0018582645,0,0,0,0.0132319836,0,0,0,0,0,0,0,0,0,0
"Acetone cyanohydrin",0,0,0,0,0,0.02689111355,0.0181895744666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetonitrile",0,0,0,0,0,0,1.0183648066,0,0,0,0,0,0,0,0.0995400996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetonitrile, (dimethylamino)-",0,0.0572371286666667,0,0,0,0,0.0338307793,0,0.00398891633333333,0.1529342869,0,0.00313971833333333,0,0,0,0,0,0,0,0,0.003059814,0,0,0,0,0,0,0,0
"Acetonitrile, hydroxy-",0,0,0,0.126790758866667,0.04263846665,0.00690650655,0,0,0,0.13398677895,0,0,0,0,0,0,0,0.013000706,0,0.0309809218,0.0516884995,0.202441241533333,0,0,0.0510397743333333,0,0,0,0
"Acetophenone",0,0,0,0,0,0.15281553045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetyl valeryl",0,0,0,0,0,0.03602567055,0,0,0,0,0,0,0,0,0.0071690599,0,0,0.002674328,0,0,0,0,0,0,0.00832954906666667,0,0,0,0
"Adamantane, 1,3-dimethyl-",0,0,0,0,0.0047146868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allantoic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027061827,0,0,0.0261215036666667
"Allyl acetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017509684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aminomethanesulfonic acid",0,0,0,0,0,0.03368600095,0,0,0.629603588,0,0,0.0401355403333333,0,0,0,0,0,0,0,0,0,0,0,0.2883925742,0,0,0,0,0
"Ammonium acetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013175228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amylene hydrate",0,0,0,0.0303847275,0.01497191105,0,0,0,0.016569436,0.0235716952,0,0,0,0.01521774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aniline",0,0.012196215,0,0,0,0.0058465414,0,0,0,0.02713965015,0,0,0.0049894026,0.0396447703333333,0,0.00262994823333333,0,0,0,0,0.004126524,0.0044204868,0.008605383,0,0,0.006576233,0.00170643696666667,0,0.00957202533333333
"Anisole",0,0,0,0,0,0,0,0,0,0,0.00495785485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"anti-2-Acetoxyacetaldoxime",0,0,0,0,0.1419189435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aziridine, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02976139965,0,0,0,0,0,0,0,0,0,0
"Aziridine, 1-methyl-",0,0,0,0,2.09034614835,0.01737301105,0,0,0,0,0,0,0,0,0,0,0,0,1.16350265075,0,0,0,0,0,0,0,0,1.025469883,0
"Benzaldehyde, 2-hydroxy-",0,0,0,0,0,0,0,0,0,0,0,0,0.00218689535,0.0102637243333333,0.000297762,0,0,0,0,0,0,0,0,0.0006305128,0,0,0,0,0
"Benzaldehyde, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0.0136147608,0,0,0,0.0051285233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzaldehyde, 2,4-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.10187401485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276371123333333,0
"Benzaldehyde, 3-chloro-5-methoxy-4-[(4-methylphenyl)methoxy]-",0,0,0,0,0,0,0,0,0,0.0313335506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzenamine, N,N-diethyl-2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113242174,0
"Benzene",0,0,0,0,0.8612056951,0,0,0,0.595672662,0.6843594218,0,0,0,0,0.0594626725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-butylheptyl)-",0,0,0,0,0.0254826221,0,0,0,0,0,0,0,0,0,0.0065242726,0,0,0.019746175,0,0,0,0,0,0,0,0.0328775565,0,0,0
"Benzene, (1-butylhexyl)-",0,0,0,0,0.03692385755,0,0,0.013413475,0,0.09414080715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-butylnonyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017874427,0,0,0,0,0,0,0,0.0571993,0,0,0,0,0,0
"Benzene, (1-butyloctyl)-",0,0,0,0,0,0,0.0241170214666667,0,0,0,0,0,0.0076016141,0,0,0.0143180706666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-ethylnonyl)-",0,0.0256581576666667,0,0,0,0.0097447086,0,0.0019595533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351960762666667,0,0,0.0117435320333333,0,0,0,0
"Benzene, (1-ethyloctyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089165286,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-methyl-1-propylpentyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0.02850716235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-methyldecyl)-",0,0,0,0,0,0,0.0233904135,0,0,0,0,0,0,0,0,0.0168175763666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-methylethyl)-",0,0,0,0,0.13831056955,0,0,0,0,0,0,0,0.083024259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-methylnonyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032510008,0,0,0,0,0
"Benzene, (1-methylpentyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00930474606666667,0,0,0,0,0,0,0
"Benzene, (1-methylpropyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321379925,0,0,0
"Benzene, (1-pentylheptyl)-",0,0,0,0,0,0.0173870701,0,0,0,0,0,0,0.01417063205,0,0.0026129762,0,0,0,0,0,0,0.0227780556666667,0,0.0466824019,0.0292582162666667,0,0.0128950138333333,0,0
"Benzene, (1-pentyloctyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152466357666667,0,0,0,0,0,0,0,0,0
"Benzene, (1-propyldecyl)-",0,0,0,0,0,0.00219287295,0,0,0,0,0,0,0,0,0.0013865663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-propylnonyl)-",0,0,0,0,0,0,0,0,0,0,0.00573186455,0,0.0054437904,0.027188642,0.0031066769,0,0,0,0,0.0154066216666667,0,0,0,0,0,0,0,0.0240629869,0
"Benzene, (1-propyloctyl)-",0,0,0,0,0,0.0145485756,0,0,0,0,0.01150199685,0,0.0117924666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1,2-dicyclopropyl-2-phenylethyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0.1343421526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1,3-dimethylbutyl)-",0,0,0.00518694006666667,0,0,0.00404511615,0.0096032272,0.00233400076666667,0,0,0,0.0305646706666667,0.03012125505,0.094249181,0.0005470626,0,0,0,0,0,0,0.00343153656666667,0,0,0.00566481813333333,0,0,0.00633462016666667,0
"Benzene, (2-methylbutyl)-",0,0,0,0.0145307803333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (2-methylpropyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0.0263942057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, [2,2,2-trifluoro-1-(trifluoromethyl)ethyl]-",0,0,0,0,0,0,0,0,0,0,0,0,0.0029055151,0,0,0,0,0,0,0,0,0.00602729843333333,0,0,0,0,0,0,0
"Benzene, 1-(1-methylethenyl)-2-(1-methylethyl)-",0,0,0,0,0,0,0,0,0,0.1478756403,0,0.033183585,0.0195812766,0.187110085,0,0,0,0,0,0,0,0.0337827132,0,0,0.0045705089,0,0,0.00906365413333333,0
"Benzene, 1-(1,1-dimethylethyl)-3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.016762346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031736273,0,0
"Benzene, 1-(1,1-dimethylethyl)-3,5-dimethyl-",0,0,0,0,0.00201752045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-(1,5-dimethylhexyl)-4-methyl-",0,0,0,0,0,0,0,0,0.0533906626666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-[2-[2-(2-chloroethoxy)ethoxy]ethoxy]-4-(1,1,3,3-tetramethylbutyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003756493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-chloro-2-fluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055919,0,0,0,0,0,0.002007195,0,0,0,0,0,0,0,0
"Benzene, 1-chloro-2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.00438326095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-chloro-4-(trifluoromethyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113384846666667,0.02679761365,0,0,0,0,0
"Benzene, 1-ethenyl-2-methyl-",0,0,0,0.0170300965666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-ethoxy-4-[2-(4-pentylcyclohexyl)ethyl]-",0,0,0,0,0,0,0,0,0,0.01498122945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-ethyl-2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009649421,0,0,0,0,0,0,0,0,0,0.363356576166667,0,0,0,0
"Benzene, 1-ethyl-2,3-dimethyl-",0,0,0.0199473642666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-ethyl-2,4-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023089657,0,0,0,0,0,0.0556288095,0,0.05153394,0,0,0.0953788005,0,0,0.0877761683333333
"Benzene, 1-ethyl-2,4,5-trimethyl-",0,0.0187080496666667,0,0,0,0,0.0412316376,0,0.0891012323333333,0,0.05381538995,0,0.14880793865,0,0,0,0,0,0,0.0132040371,0,0,0.012067554,0,0.0066929851,0,0,0,0
"Benzene, 1-ethyl-3-methyl-",0,0,0,0,0,0,0,0,0,1.4556248723,0,0,0,0,0.0299534054,0,0,0,0.3150128326,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-ethyl-3,5-dimethyl-",0.0066435812,0,0,0,0,0,0,0,0,0.4204020263,0.32167009865,0,0,0,0,0,0,0,0,0.0714932099333333,0,0,0,0,0,0,0,0,0
"Benzene, 1-ethyl-4-(2-methylpropyl)-",0,0,0,0,0,0.00762258705,0,0.00712792656666667,0,0,0,0,0.05264240795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-ethyl-4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355883503333333,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methoxy-2-methyl-",0,0,0,0.00610876776666667,0.0026366846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methoxy-4-(methylthio)-",0,0,0,0,0,0.0016026611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methoxy-4-methyl-",0,0,0,0,0,0,0,0,0,0.00616427255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methyl-",0,0,0,0.0058522516,0,0,0,0,0,0,0,0,0.00256479905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methyl-2-(1-ethylpropyl)-",0,0,0,0.0122438649666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methyl-2-propyl-",0,0,0.0545213152,0.229878513333333,0,0,0,0.0748963532333333,0.205396790666667,0,0,0,0.40612816305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methyl-3-(1-methylethyl)-",0,0,0,0,0.0072992399,0,0,0,0,0,0,0,0,0,0,0.1041274731,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methyl-3-propyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061059452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methyl-4-(1-methylpropyl)-",0,0,0,0,0.06673242015,0,0,0,0,0,0,0,0.31468752655,0,0.0007235155,0,0,0,0.0083020263,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methyl-4-butyl",0,0,0,0,0,0,0,0,0,0,0.04902375095,0,0.2023900362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133000873333333
"Benzene, 1-methyl-4-propyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.08442860455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"benzene, 1,1'-(1-methylethylidene)bis[4-methyl-",0,0.0208138283333333,0,0,0,0,0.0104038122,0,0,0,0,0,0,0,0.0054814748,0.00657562286666667,0,0,0,0,0,0,0,0.00922913145,0,0,0,0,0
"Benzene, 1,1'-(1,2-cyclobutanediyl)bis-, cis-",0,0,0,0.330691411166667,0,0.00243896155,0,0,0.745022047333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,1'-propylidenebis-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00400689,0,0,0
"Benzene, 1,2-dichloro-",0,0,0,0,0,0,0.0029622854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289007185,0,0.00276937825,0,0,0
"Benzene, 1,2-dimethoxy-",0,0,0,0.00242751873333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,2,3-trimethyl-",0.01786830695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,2,3,4-tetrafluoro-",0.0062551683,0,0,0,0.0204515075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,2,3,4-tetramethyl-",0,0,0,0,0,0,0,0,0,0,0.15083053335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,2,3,5-tetrafluoro-",0,0,0,0,0,0,0,0,0,0.4127182208,0.05016381895,0,0.02988190975,0,0.0066134374,0,0,0,0,0,0.0244211585,0,0,0,0,0,0,0,0
"Benzene, 1,2,4-triethyl-",0,0,0,0,0.04748104315,0,0,0,0,0.0348481261,0,0,0,0.079667871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,2,4,5-tetrafluoro-3-(trifluoromethyl)-",0,0,0,0,0,0,0,0,0,0,0.00454171955,0,0.00262739565,0,0.0007173501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,2,4,5-tetramethyl-",0,0,0,0,0,0,0,0,0,0,0.28591941425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058260939,0,0,0
"Benzene, 1,3-bis(1,1-dimethylethyl)-",0,0,0,0,0,0.00393317365,0,0.0011389473,0,0,0,0,0.00822197475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,3-dibromo-",0,0,0,0,0,0.00127663395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,3-dichloro-",0.0022396385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00825759536666667,0,0,0,0,0,0,0
"Benzene, 1,3-diethyl-",0,0,0,0.0949041794333333,0.0103162702,0.00567994505,0,0,0.299401365666667,0,0,0,0,0,0,0,0,0,0,0,0.0328827605,0,0,0,0,0.006182932,0,0,0
"Benzene, 1,3-diethyl-5-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666085433333333,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,3-difluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231587646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,3-dimethoxy-",0,0.753628299333333,0.1075454315,0.936509009833333,0.2962794642,0,0,0,0.00270980366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,3-dimethyl-",0,0,0,0,1.025216851,0,0,0,0,0,0.62864738315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,3,5-tri-tert-butyl-",0,0,0,0,0,0,0,0,0,0.0149616712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,3,5-triethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.074728258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,3,5-trimethyl-2-propyl-",0,0,0,0.0222604893333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,4-dichloro-",0,0,0,0,0.02000162945,0,0,0,0.0325138553333333,0.03138752555,0.01741364545,0,0,0.0637313343333333,0.0018641024,0.00752478746666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,4-difluoro-",0,0,0,0,0.02559505945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,4-dimethyl-2-(2-methylpropyl)-",0,0,0,0,0,0.006334529,0.0203790840333333,0,0,0,0,0.0543443083333333,0.0770121453,0.0945619063333333,0,0.0037198819,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 2-(chloromethyl)-1,3,5-trimethyl-",0,0,0,0,0.00871620855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 2-ethyl-1,4-dimethyl-",0,0,0,0,0.15123652305,0,0.297143032333333,0,0,0,0,1.41474027566667,0,0,0.0010371109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 2-propenyl-",0,0,0,0,0,0,0.0138325567,0.00302057503333333,0,0,0,0,0.00594980975,0.020259306,0,0.00408095156666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 2,4-diethyl-1-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134766905,0,0,0
"Benzene, 2,4-dimethyl-1-(1-methylpropyl)-",0,0,0.00473328633333333,0.0127215787333333,0,0,0,0.0056045353,0,0,0,0.0489080453333333,0.088361364,0,0,0.0153801404,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 4-ethenyl-1,2-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.12856257855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, chloro-",0,0,0,0,0,0,0,0,0.192904118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, fluoro-",0,0,0,0,0,0,0,0,0,0.08309363065,0.0458880845,0,0.0250168184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, heptyl-",0,0.00830929966666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0007128558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, hexyl-",0,0,0,0.0839455155,0.0511463513,0,0,0,0.101490854333333,0,0,0,0.1497288031,0,0.0013685706,0,0,0,0,0,0,0,0,0,0,0,0.00927802173333333,0,0
"Benzene, iodo-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018499519,0.00996960933333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, n-butyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197914485,0,0,0,0,0,0,0,0
"Benzene, pentafluoro-",0.028702925,0,0,0,0.08683207815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, pentamethyl-",0,0,0,0,0,0.01969860985,0,0,0,0.0484697713,0,0,0.15452907845,0.360585545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, pentyl-",0,0.0307878306666667,0,0,0.06082751265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, tert-butyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015918103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzeneacetaldehyde",0,0,0,0.0151206358,0,0,0,0,0,0,0,0.0482212713333333,0,0,0,0,0,0,0.02142209235,0,0,0,0,0,0,0,0,0,0
"Benzeneacetonitrile, α-oxo-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029359029,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzeneethanol, β-ethenyl-",0,0,0,0,0.00954662115,0,0,0,0,0.01841916845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzeneethanol, β-ethenyl-α-phenyl-",0,0,0,0,0,0,0,0,0,0,0,0.0318407103333333,0.01114857595,0.0444528056666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzenemethanol, 2-methyl-, acetate",0,0,0,0,0,0,0,0,0,0,0,0,0.0048585488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzenemethanol, α-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184487828,0,0,0,0,0,0,0,0,0,0
"Benzenemethanol, α,α-dimethyl-",0,0,0,0,0,0,0,0,0,0,0.01978329565,0,0,0,0.0022377555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzestrol",0,0,0,0,0,0,0,0,0,0.2523209171,0.0025977268,0,0,0.116218493666667,0,0.00949421466666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzo[b]thiophene",0,0,0,0.0108843872666667,0,0,0,0,0,0,0,0,0,0,0.0007702192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzo[c]thiophene",0,0,0,0,0,0,0.0042511813,0,0,0.0123325974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzo[f]isoindol-1,3(1H,3H)-dione, 3a,4,9,9a-tetrahydro-4,9-O-benzeno-2-hexyl-",0,0,0,0,0,0,0,0,0.001594065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzofuran",0,0,0,0,0,0,0,0,0,0,0.03954139475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzofuran, 2-methyl-",0,0,0,0,0,0,0.00348900806666667,0,0,0,0.0130397299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzofuran, 2,3-dihydro-",0,0,0,0,0.02311420225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzofuran, 7-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002157153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzoic acid, 2-ethylhexyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzoic acid, 2-methyl-, anhydride",0,0,0,0,0.00298121455,0,0,0,0,0,0,0.156388628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzoic acid, 4-ethoxy-, ethyl ester",0,0,0,0,0,0,0.0126875842666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzoic acid, ethyl ester",0,0,0,0.0341468743,0,0,0,0,0.0351849816666667,0,0,0.133442406666667,0.07908555275,0,0.0014957997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzonitrile, 2-methyl-",0,0,0,0,0.0093843691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00788877905,0,0,0,0,0,0,0,0,0,0
"Benzonitrile, 2,6-difluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006030323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzophenone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129769779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
