"","D6d0","D6d1","D6d2","D6d3","D6d4","D6d5","D6d6","D6d7","D6d8","D6d9","D6d10","D6d11","D6d13","D6d15","D6d17","D6d20","D6d22","D6d24","D6d27","D6d29","D6d45","D6d51","D6d59","D6d66","D6d73"
"Butanoic acid, 4-chloro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454193163333333,0,0,0.0224942863,0,0,0,0,0,0
"Butanoic acid, butyl ester",0,0,0,0,0,0,0,0,0,0.00644831276666667,0.0104344974333333,0.0205242576666667,0.03922585,0.0565263249,0.0422591866333333,0.4330425003,0.7889796399,0.772686282666667,1.30395864443333,0.6713616129,0.2360841348,0,0.0275719531333333,0.0119914989,0.0559193026666667
"Butanoic acid, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0.0411205073333333,0.0981616076666667,0.0489717433,0,0.221875518066667,0.3545284772,0.131378962,0.380570028566667,0.267291130133333,0.0146370010333333,0,0.0055277269,0,0
"Butanoic acid, methyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482373579666667,0,0,0,0,0,0,0,0
"Butanoic acid, propyl ester",0,0,0,0,0,0,0,0,0,0,0,0.0226442853333333,0.0514404626666667,0.0199288136333333,0.0298032721333333,0.184620528133333,0.475949191766667,0.181909471666667,0.487638126233333,0.251141839333333,0.0379607123,0,0,0,0
"Butyl 2-methylbutanoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00658613273333333,0.00535084293333333,0.05176761,0.143950718233333,0.124564862333333,0.2340238223,0.132023275,0.0531778179,0,0.00496613253333333,0,0.007673933
"Butylated Hydroxytoluene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00430406033333333,0,0,0,0,0,0
"Caprolactam",0,0,0,0,0.011942856,0,0,0,0.0101036814666667,0,0.0098014968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carbamic acid, (3,4,4-trimethyl-1,2-dioxetan-3-yl)methyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0.366359691333333,0,0,0,0,0,0,0,0,0,0,0,0
"Carbamic acid, N-[1,1-bis(trifluoromethyl)ethyl]-, 4-(1,1,3,3-tetramethylbutyl)phenyl ester",0.00556913263333333,0,0,0,0,0,0,0.0050255618,0,0,0,0,0,0,0.00751687133333333,0,0,0,0,0,0,0,0,0,0.003189305
"Carbohydrazide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344776956,0,0.0543997540333333,0
"Carbon Tetrachloride",0,0,0,0,0.045410816,0,0,0,0,0,0,0.031038526,0,0,0,0.0390654115,0,0,0,0,0,0,0,0,0
"Carbonic acid, dimethyl ester",0,0,0,0.0447312027,0,0.0392933326666667,0,0,0.042235165,0,0,0,0,0,0,0.144068119033333,0,0,0,0,0,0,0,0,0
"Carbonic acid, eicosyl vinyl ester",0,0,0,0.0231814806333333,0,0,0,0,0,0,0,0,0.0614372583333333,0,0,0,0,0,0,0,0,0,0,0,0
"cis-3-Methylcyclohexanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00936867926666667,0,0,0,0
"Cyclobutanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0.101900604666667,0,0,0,0,0.1477193536,0,0,0,0,0.174713509066667,0
"Cyclobutylamine",0,0,0,0,0,0,0,0,0,0,0,0,0.226963385666667,0,0,0,0,0,0,0,0,0,0,0,0
"Cycloheptanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159469509333333,0.0108829815333333,0
"Cyclohexane",0,0,0,0,0,0,0,0,0,0,0.0156507724,0,0,0,0,0,0,0,0,0,0.00992408356666667,0,0,0,0
"Cyclohexane, 1,2-dimethyl- (cis/trans)",0,0,0,0,0,0.003989217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, ethyl-",0,0,0,0.0037734971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, isothiocyanato-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239732553,0,0,0
"Cyclohexane, methyl-",0,0,0,0,0,0.007586611,0,0,0,0,0,0,0,0,0.00440608413333333,0,0,0,0,0.0060073265,0.00677347733333333,0.00222439155,0,0,0
"Cyclohexanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00667282923333333,0.002914986,0,0,0.0038966818,0,0,0,0
"Cyclohexanone, 4-ethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116265039,0,0,0,0
"Cyclohexene",0,0,0,0,0.0282867503333333,0,0.0158071918,0.00805261576666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017370971
"Cyclohexene, 1-methyl-",0,0.00581788993333333,0,0,0,0,0,0,0,0,0,0,0.018206673,0,0,0,0,0,0,0,0.0214590973333333,0,0,0,0
"Cyclohexene, 3,3,5-trimethyl-",0,0,0,0,0.0117013243333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexene, 3,5,5-trimethyl-",0,0,0,0,0,0,0.0102140144666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentane, butyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00457933036666667,0,0,0,0.0113743084333333,0,0,0,0,0,0
"Cyclopentane, methyl-",0.0147871398333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138046965,0,0,0,0
"Cyclopentanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869529368,0,0,0,0.0329058516666667
"Cyclopentanone, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384424413,0,0,0,0,0,0,0,0
"Cyclopentanone, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271734371666667,0,0,0,0
"Cyclopentene",0,0,0,0,0,0,0,0.0108599528666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252586586666667
"Cyclopentene, 1-methyl-",0,0,0.0053817028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009015804,0,0,0,0,0,0,0,0
"Cyclopentene, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00369410003333333,0,0,0,0.010712926,0,0,0,0,0,0
"Cyclopropane, 1,1-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01285907305,0,0,0
"Cyclopropane, 1,2-dimethyl-, cis-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471616173333333
"Cyclopropane, ethyl-",0,0.0896806122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, ethylidene-",0,0,0,0,0,0,0,0,0,0,0,0,0.12722171,0.0844894599333333,0,0,0,0,0,0,0,0,0,0,0.154736517333333
"Decanal",0,0,0,0,0,0,0,0.117066224866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Decane, 1,1'-oxybis-",0,0,0,0,0,0,0,0,0.0025839519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diazirine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30028728423333,0,0,0,0,0,0,0,0,0,0
"Dicyclopentadiene",0.0044980468,0.0015548508,0,0,0,0,0,0,0,0,0,0,0,0,0.0022700685,0,0,0,0.00257536516666667,0,0,0,0,0,0
"Diethyl azodicarboxylate",0,0,0,0,0,0,0,0,0.537324687866667,0,0,0,0,0,0,0.1152085314,0,0,0,0,0,0,0,0,0
"Diethyl Phthalate",0,0,0,0,0,0,0,0,0,0,0,0.202818125333333,0,0.246956507166667,0,0,0,0,0,0,0,0,0,0,0
"Diethyltoluamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4252724281,0,0,0,0,0.0574916940666667,0,0.0951779523,0,0
"Dihydro-2(3H)-thiophenone",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194009273333333,0,0.0039565669,0.00950781063333333,0.0104673773333333,0.00539336376666667,0,0,0.0024778458,0.00233206743333333,0,0
"Dimethyl ether",0,0,0.00358903473333333,0,0,0,0,0,0.0094545811,0,0.0168684631333333,0.023570265,0,0.0195044156,0.0165114568,0,0,0.0695206353333333,0,0,0.00971813556666667,0,0,0,0
"Dimethyl sulfide",0,0,0,0,0,0,0,0.00119622076666667,0,0,0,0,0,0,0.0504468129333333,0.0520882067,0,0,0.0241990368,0.0199908939,0.0343290425333333,0.0085521235,0.00953135713333333,0.0311383548333333,0.0266643853333333
"Dimethyl sulfone",0,0,0,0,0,0,0,0,0,0,0.00447290113333333,0,0.0156074516666667,0,0.0148222921666667,0.0120892545,0.06643921,0.123393951333333,0.0631112502333333,0.108494311466667,0.0332042827333333,0,0,0.00605522343333333,0
"Dimethyl trisulfide",0,0,0,0,0,0,0,0,0.00322216463333333,0.00917636066666667,0.0327533733333333,0.194912281333333,0.166691180666667,0.119680920166667,0.0849147139,0.4627532459,0.8426780436,0.627592268,0.530592258766667,0.341422764633333,0.2397473364,0,0.2841790339,0.1060933817,0.0558264656666667
"Disulfide, bis(1,1,3,3-tetramethylbutyl)",0,0,0.0123759622333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00582795966666667
"Disulfide, bis[1-(methylthio)ethyl]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088124159,0.00543572226666667,0.0056527574,0,0,0,0
"Disulfide, dimethyl",0,0.00139159013333333,0.00145001066666667,0.0012567637,0,0,0.000882425666666667,0.0103762543666667,0,0,0,0,0,0,0,0.800981525466667,1.57861063976667,0,0,0,0,0,0.867715480433333,0.318273063066667,0.576097686333333
"Disulfide, methyl (methylthio)methyl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00715900036666667,0,0.018691875,0.0233473540333333,0.0338801743333333,0,0,0.00312427076666667,0,0
"dl-Alanyl-dl-leucine",0,0,0,0,0,0,0,0,0,0,0,0.044570266,0,0,0,0,0,0,0,0,0,0,0,0,0
"dl-Alanyl-l-alanine",0,0,0,0,0,0.035890391,0,0,0,0.0468697489666667,0,0.0896908723333333,0.104999436666667,0,0,0,0,0,0,0,0,0,0,0.0369240862,0
"Dodecanal",0,0,0,0.0389862707,0,0,0.0317831094,0,0.0220147205333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dodecane",0,0,0,0,0,0,0,0,0.0244125615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dodecane, 2,7,10-trimethyl-",0,0,0,0,0,0,0,0,0.00440510703333333,0,0.0436743691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dotriacontane",0,0,0,0,0.281652733666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erythro-3-bromo-2-pentanol",0,0,0,0,0,0,0,0,0,0,0,0.0178721523333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311842511,0,0.0044206021,0,0,0.0113364798,0,0.470243395666667,0
"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-",0,0,0,0,0,0,0,0,0.0461419352333333,0,0,0,0.0398562463333333,0,0,0,0.0397361632333333,0,0,0,0,0,0,0,0
"Ethane, 1,2-dichloro-",0,0,0,0,0,0,0.0025632381,0.00361416466666667,0.0037799136,0.00290910426666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-",0,0,0,0,0,0,0,0,0,0,0.0032486677,0,0,0,0.0105066721333333,0,0,0,0.00701216146666667,0,0,0,0,0,0
"Ethane, nitro-",0,0,0,0,0.0383182133333333,0,0,0,0,0,0,0,0.181530108666667,0,0,0,0.0254895196333333,0,0.0529636983333333,0,0,0.0216614422,0,0,0
"Ethanol, 2-(2-ethoxyethoxy)-",0,0,0,0.0188693845666667,0,0,0,0,0,0,0.0236225395666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanol, 2-(methylthio)-",0,0,0,0,0,0,0,0,0,0,0,0,0.00534729633333333,0.0123351428333333,0,0.0145358403,0.0481155017333333,0.0292035776666667,0.0267575822333333,0.0130360260666667,0,0,0,0,0
"Ethanol, 2-(vinyloxy)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142022188666667,0,0,0,0,0,0,0,0.00656869675,0,0,0
"Ethanol, 2-butoxy-",0,0,0.00445441593333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254594998666667,0.010346703,0.0140623139666667,0.00796218256666667,0.0044912319,0,0,0,0
"Ethanol, 2-ethoxy-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710774134333333,0,0,0,0,0
"Ethanol, 2-methoxy-",0,0,0,0,0,0,0,0,0,0,0.1046662911,0.261082366666667,0,0,0,0.0427158660333333,0.0878174985666667,0,0,0,0,0,0,0,0
"Ethanol, 2-phenoxy-",0,0,0,0.00731620376666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanol, 2,2,2-trifluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100536040366667,0,0,0,0,0,0,0.0603592947666667,0
"Ethanol, 2,2'-oxybis-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243705592666667,0,0,0.2740167357,0,0,0
"Ethanone, 1-(2-furanyl)-",0,0,0,0.00147398673333333,0,0,0.0015411507,0,0,0,0,0,0,0,0,0,0.00528221656666667,0,0.00972522723333333,0,0,0.00257235775,0,0.002277551,0
"Ethanone, 1-[6-(4-methyl-1,2,5-oxadiazol-3-yl)-4H-pyrazolo[3,4-c]-1,2,5-oxadiazol-4-yl]-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3813983313,0,0,0,0,0,0
"Ethanone, 1-oxiranyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104475111333333,0,0,0,0,0,0
"Ethyl bromide",0.0217981330333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethyl Chloride",0,0,0,0,0,0,0,0.0423758911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethyl formate",0.0250128565,0,0,0,0,0,0,0,0,0,0,0,0,0.00513614146666667,0,0,0,0,0,0,0,0,0,0,0
"Ethylenediamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361794278666667,0,0.0208331605333333,0,0,0,0,0,0.202695458666667
"Ethylenimine",0,0,0,0,0,0,0,0,0,0,0,0.534639511,0.631061322,0.717402109666667,0,0,0.364360803866667,0.652555093,0,0.0504997524,0.0318140215666667,0,0,0,0
"Eucalyptol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00419493493333333,0,0.00371729433333333
"Formaldehyde",0,0,0,0,0,0,0.515456239566667,0,0,0,0,0,0,0.0959174191666667,0,0.0329144643,0,0,0,0,0.125206978566667,0.2532850649,0,0.016083262,0
"Formamide",0,0,0,0,0,0,0,0,0,0,0,0,0.0279672583333333,0,0,0.0743426284333333,0,0.0510275426666667,0,0,0,0,0,0,0
"Formamide, N-formyl-N-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147263373333333,0.00241356796666667,0,0,0,0
"Formamide, N-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00835279483333333,0.0095678458,0.0241065181666667,0,0.0124818551666667,0,0.00473387333333333,0,0,0,0
"Formamide, N,N-dibutyl-",0,0,0,0,0.024809315,0,0,0,0.00884799823333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Formamide, N,N-dimethyl-",0,0,0,0,0,0,0,0,0,0,0.0143388074666667,0.0539098016666667,0.0861949243333333,0.0505797513,0,0.0212628472666667,0.146052227866667,0.048372538,0.0477756203666667,0.0298816737666667,0.0292870745666667,0,0,0,0
"Formic acid, butyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119259834,0,0,0.0458072637666667,0,0,0,0,0
"Formic acid, heptyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0.00803362133333333,0.0123468696,0,0.0430979685,0,0,0,0,0,0,0,0,0
"Formic acid, propyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136901195,0,0,0.0090206255,0,0,0,0,0
"Fumaronitrile",0,0,0,0,0,0.625266764666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Furan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248610390666667,0,0.094163185
"Furan, 2-ethyl-",0,0,0.0099145204,0,0,0,0,0,0.00936599736666667,0,0.0106062931333333,0,0.0114272843333333,0,0,0,0.0270929454666667,0,0.0219714215333333,0,0.0185450217666667,0,0.0032873655,0,0
"Furan, 2-hexyl-",0,0,0.00970844683333333,0,0,0,0,0,0.0100355079333333,0,0,0,0,0,0,0,0.0136773587666667,0,0.0095891643,0.00559430706666667,0,0,0,0,0
"Furan, 2-pentyl-",0,0,0,0,0,0,0.00918286346666667,0,0,0,0,0,0,0.041052771,0,0,0,0,0,0.0834348734333333,0.0925014974666667,0,0,0,0
"Furan, 2,3-dihydro-",0,0,0,0,0,0,0,0,0.00712607716666667,0.00880896646666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Furan, 2,5-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0.00266671733333333,0.003237538,0,0,0,0,0,0,0,0,0,0,0,0
"Furan, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.02736905,0,0,0,0.0263170907333333,0,0.0313020299333333,0,0,0,0,0,0
"Furan, 3-phenyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332839136666667,0,0,0,0
"Furan, tetrahydro-3-methyl-",0,0,0,0,0,0,0,0.00451423646666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080816595,0,0
"Furfural",0,0,0,0,0,0.00663653266666667,0,0,0,0,0,0,0,0,0.0108942141666667,0,0,0,0,0.0137358421,0,0,0,0,0
"Glycine, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,1.16466820566667,0,0,0,0,0,1.89748229466667,0,0,0,0,0,0,0
"Guanidine carbonate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268432426666667,0,0,0,0,0,0
"Heptanal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092962742,0,0.346612913466667,0,0,0,0,0,0,0,0
"Heptane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197212118633333,0,0,0,0,0,0,0,0
"Heptane, 3-methyl-",0,0,0,0,0,0,0,0.0044547952,0,0,0,0,0,0,0,0,0,0,0.00656453326666667,0,0,0,0,0,0.009429377
"Heptane, hexadecafluoro-",0,0,0,0,0,0.0151409923333333,0.114045399766667,0,0,0,0,0.0374135453333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hexacosane",0,0,0,0,0,0,0,0,0,0,0,0,0.0278889266666667,0,0,0,0,0,0,0,0,0,0,0,0
"Hexadecane",0,0,0,0,0,0,0,0,0,0.0301268156,0,0.102465043333333,0.0521237116666667,0,0,0,0,0,0,0,0.0136422739,0,0,0,0
"Hexanal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137325270366667,0,0,0.424449406766667,0,0,0,0,0,0
"Hexanal, 2-ethyl-",0,0,0,0.00417234203333333,0,0,0,0,0,0,0.00553137103333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hexane, 1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-",0,0,0,0,0,0.00969962533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hexane, 2-methyl-",0,0,0.00695655123333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hexane, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103726957333333,0,0,0,0,0,0,0,0
"Hexanoic acid",0,0,0,0.0207406232666667,0,0,0,0,0.0165287545666667,0,0,0,0,0,0,0,0,0,0,0.0188862300333333,0,0,0,0,0
"Hexanoic acid, 2-ethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0105370806666667,0,0,0,0,0,0,0,0,0,0,0,0
"Hexanoic acid, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299485854333333,0,0,0,0,0
"Hexanoic acid, butyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352129527,0.0417356426666667,0.0892250962333333,0.0440812516333333,0.0109893189333333,0,0,0,0
"Homosalate",0,0,0,0,0,0,0,0.00346109796666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hordenine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025573768,0,0,0,0,0,0,0
"Hydrazine",0,0,0,0,0,0,0.348894669233333,0,0,0,0,0.039702795,0,0,0,0,1.8251195103,0,0,0,0,0,0,0,0
"Hydroperoxide, 1-methylbutyl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120050525666667,0,0,0,0,0,0,0,0,0,0
"Hydroxylamine, O-decyl-",0,0,0,0,0,0,0,0,0,0,0,0.00909304833333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hydroxymethyl 2-hydroxy-2-methylpropionate",0,0,0,0,0,0,0,0,0,0,0,0.099240163,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indole",0,0,0,0,0,0,0,0,0,0,0.0724207719666667,0.252538342333333,0.30499529,0.487145733633333,0.1452065669,0.390176698133333,0.434433791066667,0.21667531,0.714761858466667,0,0.135317596566667,0,0.0470341467333333,0,0
"Isobutane",0,0,0,0,0.0243444976666667,0,0,0,0,0.0277257525333333,0,0.105193797666667,0.0161342866666667,0,0.00371791273333333,0,0,0,0.0169213608666667,0.129633939,0.01930371,0.0056705978,0,0,0.00849163133333333
"Isobutyl acetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522338082666667,0,0,0,0,0,0
"Isobutyl isovalerate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025648252,0,0,0,0,0
"Isobutyronitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217128636,0.0261579594666667,0,0,0,0,0,0,0,0
"Isoprene",0,0,0.0128231794666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isopropyl acetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180939152333333,0.0578214918,0.043948575,0.105447352666667,0.0680025286666667,0.0156319305666667,0,0,0,0
"Isopropyl Alcohol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46438546383333,0,0,0,0,0
"Isopropyl butyrate",0,0,0,0,0,0,0,0,0,0,0,0,0.00727551433333333,0,0,0.0132628333333333,0.0330040737666667,0.018802022,0.0512014751333333,0.0547595560666667,0.0195486872,0,0,0,0
"Isothiazole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00560245576666667,0,0,0,0,0,0,0,0
"l-Alanine ethylamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458970035,0,0,0,0,0
"L-Alanine, 3-sulfo-",0,0.2857697434,0,0,0.0909457953333333,0,0.334877567066667,0,0.416512989866667,0.429757325266667,0.352016835,0.168865268333333,0,0.00828199326666667,0,0,0,0.0742427716666667,0,0,0,0,0,0,0
"L-Cysteine sulfinic acid",0,0,0,0,0.0489461296666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"l-Leucine, n-butoxycarbonyl-N-methyl-, dodecyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532090093333333,0,0,0,0,0,0,0,0,0
"l-Leucine, n-butoxycarbonyl-N-methyl-, undecyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677468221,0,0,0,0,0,0,0,0
"Limonene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169960069333333,0
"Longifolene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185126726,0,0,0,0,0,0
"Mandelamide",0.0680542912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manganese, acetylpentacarbonyl-, (OC-6-21)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192353698333333,0,0,0,0,0,0,0,0,0
"Mercaptamine",0,0.00704193876666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methane, bromodichloro-",0,0,0,0,0,0,0,0,0,0,0.000689010366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methane, iodo-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101538759533333,0,0,0,0,0.03930790905,0,0,0
"Methane, isothiocyanato-",0,0,0,0,0,0,0,0,0,0,0,0.0156017893333333,0.00964767866666667,0.0195651354,0,0,0.0294697546666667,0.0388741333333333,0,0,0.00393190903333333,0,0.00597701603333333,0.00988194923333333,0
"Methane, nitro-",0,0,0,0,0,0,0,0,0.0093729698,0,0,0,0,0,0,0,0,0,0.00245820646666667,0,0,0,0,0,0
"Methanesulfonyl chloride",0,0,0,0,0,0,0,0,0,0,0,0,1.360652349,0,0,0,0,0.00757696533333333,0,0,0,0,0,0,0
"Methanethiol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.065872222,0,0,0.3837370995,0,0,0,0
"Methenamine",0,0,0,0,0,0,0,0,0,0.1092330507,0.3652650024,0.458158116666667,0,0,0.488764997766667,0,0,0,0,0,0,0,0.320759225266667,1.3359176813,0
"Methional",0,0,0,0,0,0,0,0,0,0,0,0.00745433666666667,0,0.00368693656666667,0,0.0106322667666667,0.0304649597333333,0.00525648333333333,0.00489199903333333,0,0,0,0,0,0
"Methoxyacetic acid, 3-tridecyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403995043333333,0,0,0,0,0,0,0,0,0,0,0
"Methyl Alcohol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.863536189,0,0,0,5.78464586265,0,0,0
"Methyl dimethylcarbamate",0,0,0,0,0,0,0,0,0,0,0,0.0221230593333333,0.0261726593333333,0,0,0,0,0,0,0,0,0,0,0,0
"Methyl ethyl disulfide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012067478,0.00560098426666667,0.0123414096666667,0.008546167,0.00807616146666667,0.0054690635,0.00369065143333333,0,0.00221065,0,0
"Methyl formate",0,0,0,0,0,0.0247390893333333,0,0.0801647517666667,0,0,0,0,0,0,0,0,0,0,0,0.0261004833666667,0,0,0,0,0.0357730543333333
"Methyl glyoxal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889554878,0,0.188900048333333,0,0,0,0,0,0,0
"Methyl Isobutyl Ketone",0,0,0,0,0,0,0,0,0,0,0,0.0231874326666667,0,0,0,0,0.116273647166667,0,0,0.0473057727666667,0.1513703569,0,0.0452875971666667,0,0
