"","Tissue1_SS2","Tissue1_SS3","Tissue1_SS4","Tissue1_SS5","Tissue1_SS6","Tissue2_SS2","Tissue2_SS3","Tissue2_SS4","Tissue2_SS5","Tissue2_SS6","Tissue3_SS5","Tissue3_SS6"
"Sulfurous acid, butyl 2-ethylhexyl ester",0,0.406524216233333,0,0,0,0,0,0,0,0,0,0
"Sulfurous acid, butyl tridecyl ester",0,0,0,0,0,0,0,0,0,0.018946351,0,0
"Tetrahydrofuran",0,0,0,0,0,0.0190214922,0,0,0,0,0,0
"Thiazole",0.0016696586,0.0040605335,0,0,0,0,0.00625226933333333,0,0.00339278486666667,0,0.00126620336666667,0
"Thiocyanic acid, 1,1,3-trimethyl-3-phenylbutyl ester",0,0.00853212096666667,0,0,0,0,0.00873205,0,0,0,0,0
"Thiocyanic acid, methyl ester",0,0,0,0,0,0,0,0,0,0.0023472345,0,0
"Thiophene, 2-methyl-",0.00470525305,0,0,0,0,0,0,0,0,0,0,0
"Thiophene, 2-pentyl-",0.0013537171,0,0,0,0,0,0,0,0,0,0,0
"Thiophene, 3-ethyl-",0.0025628923,0,0,0,0,0,0,0,0,0,0,0
"trans-1-Methoxy-3-methyl-1-butene",0.0028937058,0,0,0,0,0,0,0,0,0,0,0
"trans-4a-Methyl-decahydronaphthalene",0.00162597285,0.00698833893333333,0,0,0,0,0.012154876,0,0,0,0,0
"trans-Crotonyl alcohol",0,0,0,0,0,0,0,0,0,0.004477571,0,0
"trans-Sesquisabinene hydrate",0,0,0,0,0,0,0,0,0.00573725753333333,0,0,0
"trans-β-Ionone",0,0.0220008430333333,0,0,0,0,0.0195965036666667,0,0,0,0,0
"trans,trans-1,6-Dimethylspiro[4.5]decane",0,0,0,0.005326863,0,0,0,0,0,0,0,0
"Tributyl phosphate",0.00162391325,0,0,0,0,0,0,0,0,0,0,0
"Trichloroethylene",0,0,0,0.00171915593333333,0,0,0,0,0.00280581416666667,0,0,0
"Trichloromonofluoromethane",0.021272969,0,0,0,0,0,0,0,0,0,0,0
"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",0,0,0,0,0,0,0,0,0,0.0120501845,0,0
"Tridecane",0.0894336314,0,0,0,0,0,0,0,0,0,0.0681723059666667,0
"Tridecanoic acid, methyl ester",0,0,0,0,0,0.00290642445,0,0,0,0,0,0
"Triethylamine",0,0,0,0,0,0.00900127555,0,0.0221431848333333,0,0,0,0
"Triethylene glycol",0,0,0,0,0,0,0.211311949666667,0,0,0,0,0
"Undecane, 2-methyl-",0,0,0,0,0,0.00303196315,0,0,0,0,0,0
"Undecane, 2,2-dimethyl-",0.00453762315,0,0,0,0,0,0,0,0,0,0,0
"Undecane, 2,6-dimethyl-",0,0,0,0,0,0.00683393755,0,0,0,0,0,0
"Undecane, 3-methyl-",0,0.0430893487,0,0,0,0,0.045197788,0,0,0,0,0
"Z,E-2,13-Octadecadien-1-ol",0,0,0,0,0.007585055,0,0,0,0,0,0,0
"α-Terpineol",0.0013022815,0,0,0,0,0,0,0,0,0,0,0
"β-Myrcene",0,0,0,0,0,0,0,0,0.0064562032,0,0,0
"β-Phellandrene",0.0019958024,0,0,0,0,0,0,0,0,0,0,0
