"","D8d0","D8d1","D8d2","D8d3","D8d4","D8d5","D8d6","D8d9","D8d11","D8d13","D8d16","D8d18","D8d20","D8d24","D8d27","D8d31","D8d34","D8d39","D8d46","D8d53","D8d66","D8d72"
"Dodecanal",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575963396,0.0971542540333333,0,0,0,0,0,0,0
"Erythro-3-bromo-2-pentanol",0,0,0,0,0,0,0,0.329272236333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethane",0,0,0,0,0,0,5.4046108337,0,0,0,0,0,0,0,0,0.0290371173666667,0,0,0,0,0,0
"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625087086666667
"Ethane, iodo-",0,0.00277887286666667,0,0,0.0056976158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethane, nitro-",0,0,0,0,0,0,0.112644798133333,0.0766567686333333,0,0,0,0,0,0,0.140676092266667,0,0.535051604533333,0,0,0,0,0
"Ethanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8343454138,0,0,1.33594761623333,0,0,0
"Ethanol, 2-(2-ethoxyethoxy)-",0,0.00560682646666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanol, 2-(methylthio)-",0,0,0,0,0,0,0,0.0639594847,0.0227037589333333,0.0309547126,0.0044687563,0,0,0,0,0,0,0,0,0,0,0
"Ethanol, 2-(vinyloxy)-",0,0.0096810839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanol, 2-butoxy-",0.00798158063333333,0.00271140743333333,0,0.00288868296666667,0,0,0,0,0,0,0,0.006500001,0,0,0.00283879566666667,0,0.00296944946666667,0,0,0,0,0
"Ethanol, 2-ethoxy-",0,0.0213763298333333,0,0,0,0,0,0,0,0,0.0485784248,0,0,0,0,0,0,0,0,0,0,0
"Ethanol, 2-methoxy-",0,0.0293961755333333,0,0,0,0,0,0.0163496945666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanol, 2-nitro-, propionate (ester)",0,0,0,0,0,0,0,0,0,0.0530399069666667,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanol, 2,2-dichloro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117104286,0.0376974169333333,0,0
"Ethanol, 2,2'-oxybis-",0,0.2422669095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanone, 1-(2-furanyl)-",0,0,0,0,0,0,0.0014479742,0,0.00445758993333333,0.00292629916666667,0.00239165823333333,0,0,0,0.00159278093333333,0.0014031901,0,0.00717987266666667,0,0,0,0
"Ethene, ethoxy-",0,0.0101573604333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethyl Acetate",0.5821408721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethyl formate",0.0290307308666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethylene, 1,2-dichloro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011358893,0,0,0,0.0023964499,0,0,0
"Ethylenediamine",0,0,0,0,0,0,0,0.0416872203666667,0,0,0.180987981166667,0.127154297766667,0.846976497766667,0,0,0,0,0,0,0,0,0
"Ethylenimine",0,0,0,0,0.03240133,0.314893847666667,0.0335499677333333,0,0,0,0,0,0,0,0,0,0.0164897299666667,0,0,0,0,0
"Eucalyptol",0.0044056587,0,0,0.00638536946666667,0,0,0,0.00498457266666667,0,0.00685510423333333,0,0,0,0,0,0,0,0,0,0,0,0
"Formamide",0,0,0,0,0,0,0,0.0244836606666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Formamide, N-formyl-N-methyl-",0,0,0,0,0,0,0,0.00670986223333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Formamide, N-methyl-",0,0,0,0,0,0,0.00129287196666667,0.170429146133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Formamide, N-methylthio",0,0,0,0,0,0,0,0.0677794988333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Formamide, N,N-dimethyl-",0,0,0,0,0,0,0.00535032226666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Formic acid, butyl ester",0,0,0,0,0,0,0,0.0131060127666667,0.274913696733333,0.873427016566667,0,0,0,0,0,0,0,0,0,0,0,0
"Formic acid, heptyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256872367666667,0,0,0,0,0,0
"Formic acid, propyl ester",0,0,0,0,0,0,0,0.0603574284666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Furan, 2-ethyl-",0,0,0,0,0,0,0,0,0,0,0,0.026393516,0,0.0244225704666667,0.0811970807666667,0,0,0,0.135130945033333,0,0,0
"Furan, 2-ethyl-5-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068971291,0.00916884656666667,0.00878075423333333,0.0399621176666667,0.0148100605,0,0,0
"Furan, 2-hexyl-",0,0,0,0,0,0,0,0,0,0,0,0.00663472033333333,0,0,0.0153001542,0,0,0,0,0,0,0
"Furan, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684316017333333,0,0,0,0,0,0
"Furan, 2-pentyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1751951964,0
"Furan, 2-propyl-",0,0,0,0,0,0,0.00147165396666667,0,0,0,0,0.0065886659,0,0,0.0152143578666667,0,0,0,0.0397014818333333,0.0526444726,0,0.00866682633333333
"Furan, 2,3-dihydro-",0,0.0051435043,0,0,0.00511757516666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561132573333333
"Furan, 2,3-dihydro-2,5-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00616604056666667,0,0,0,0,0,0,0
"Furan, 2,5-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0.0055472302,0,0.00294702886666667,0.0107182865666667,0.0124589218,0,0.0560864626666667,0.0198122742666667,0.0357152696666667,0,0
"Furan, 3-methyl-",0,0,0,0,0.0058609503,0.00932201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207229761
"Furan, 3-phenyl-",0,0.00516628053333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Furfural",0.0030857495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00463050136666667,0,0,0.00489505496666667
"Glycine, ethyl ester",0,0,0,0,0,0.717322528333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glycolaldehyde dimethyl acetal",0,0,0,0,0,0,0,0.00147238516666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Heptacosane",0,0,0,0.0145086680666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Heptane, 2-methyl-",0,0,0,0,0,0,0,0.0046982988,0,0,0,0,0,0,0.0147624368,0,0,0,0,0,0,0
"Heptane, hexadecafluoro-",0,0.0223054168,0,0,0,0,0,0,0,0,0,0,0,0,0.174942772333333,0.0327041181333333,0,0,0.145322378633333,0,0,0
"Heptanonitrile",0,0,0,0,0.0133952923666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hexadecane",0,0,0,0.0517112961666667,0.048339149,0,0,0,0,0,0,0,0,0,0,0.0114043882666667,0.0755381487666667,0,0,0,0,0
"Hexanal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546466235233333,0,0
"Hexanal, 2-ethyl-",0,0,0,0,0,0,0,0,0,0,0,0.0171739311666667,0,0,0,0,0,0,0,0,0,0
"Hexane, 1-nitro-",0,0,0,0.0122464651666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hexane, 1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-",0,0,0,0.00345838396666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hexane, 3,4-bis(1,1-dimethylethyl)-2,2,5,5-tetramethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184781286666667,0,0,0,0,0,0,0,0
"Hexanenitrile",0,0,0,0,0.0177327476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hexanoic acid",0,0.00763386296666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hexanoic acid, 2-methyl-",0,0,0,0,0,0,0,0,0.0047220666,0.0291949131333333,0.0178985575,0,0,0,0,0,0,0,0,0,0,0
"Hexanoic acid, butyl ester",0,0,0,0,0,0,0,0.119220647666667,0.0664341997333333,0.0632319251666667,0.0061063307,0,0,0,0,0,0,0,0,0,0,0
"Hydrazine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85879717666667,0,0,0,0
"Hydrazine, methyl-",1.33705450496667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hydrazinecarboxamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835113289466667,1.63766998876667,0,0,0,0,0,0
"Hydroxylamine, O-(3-methylbutyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399323751
"Hydroxymethyl 2-hydroxy-2-methylpropionate",0,0,0,0,0,0,0,0.0040100713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indole",0,0,0,0,0,0,0,3.85349506223333,0.3570734341,0.303775110866667,0.0167750745333333,0,0,0,0.0104880584666667,0,0,0,0,0,0,0
"Isobutane",0,0,0,0,0,0.00340715666666667,0,0,0,0,0,0,0,0.00620035763333333,0.0131633475666667,0,0,0,0.0614663685,0,0,0.0198020099666667
"Isobutyronitrile",0,0,0,0.0198512914333333,0,0,0,0.00755629723333333,0,0,0,0.0159960124333333,0,0,0.0332742212666667,0,0,0,0,0,0,0
"Isopropyl acetate",0,0,0,0,0,0,0,0.0227366504,0.0212168062666667,0.0228166366,0,0,0,0,0,0,0,0,0,0,0,0
"Isopropyl Alcohol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7027951984,0,0,0,0,0.621895969933333,0,0
"Isopropyl butyrate",0,0,0,0,0,0,0,0.0373975624333333,0.0322267558333333,0.0265937126666667,0,0,0,0,0,0,0,0,0,0,0,0
"Isothiazole",0,0,0,0,0,0,0,0.00506991186666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L-Alanine, 3-sulfo-",0,0,0,0,0,0,0,0.0673517847666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"l-Leucine, n-butoxycarbonyl-N-methyl-, undecyl ester",0,0,0.0171694888666667,0,0,0,0,0,0.0231061558333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"l-Norvaline, N-ethoxycarbonyl-, nonyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051770892,0
"Linalool",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489959206666667,0,0,0,0,0,0
"Meglumine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399383096333333
"Mesitylene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201112856666667,0,0,0,0,0,0
"Methane, isocyanato-",0,0,0,0,0,0.058134011,0,0.1103720675,0.0550398816333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methane, isothiocyanato-",0,0,0,0.001166806,0,0.0107268243333333,0.0326417543,0,0,0.0112372247,0,0,0.0100402460666667,0,0.00239994316666667,0,0,0,0,0,0,0
"Methane, nitro-",0,0,0,0,0,0,0,0,0,0.0022998347,0,0,0,0.00359880416666667,0,0,0.003584765,0,0.00550570653333333,0,0,0
"Methane, tribromo-",0,0,0,0,0,0,0,0,0,0.0005514259,0,0,0,0,0,0,0,0,0,0,0,0
"Methanesulfonic acid, methyl ester",0,0,0,0,0,0,0,0.0892469483333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methanesulfonic anhydride",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72690374073333
"Methanethiol",0,0,0,0,0,0,0,1.0730244521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methenamine",0,0,0,0,0,0.421433760666667,1.4895928934,4.45856527996667,0,0,0,0,0.577932039866667,0,0.0542889866333333,0,0,0,0,0,0.1666691063,0
"Methional",0,0,0,0,0,0,0,0.00810046143333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methyl dimethylcarbamate",0,0,0,0,0,0,0,0.0157070016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methyl ethyl disulfide",0,0,0,0,0,0,0,0.0121453209333333,0.0037941621,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methyl formate",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212098366333333,0.0497587642,0.0198631281333333,0,0.0401490013333333,0,0,0,0.0348579252
"Methyl glyoxal",0,0,0,0,0,0,0,0.0800000435333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methyl Isobutyl Ketone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027522749,0,0,0,0,0,0,0
"Methyl isocyanide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052095373,0
"Methyl isovalerate",0,0,0,0,0,0,0,0.0084368385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methyl nitrite",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263361499666667,0,0.0966879329,0,0,0,0,0,0
"Methyl propionate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356615799333333,0,0,0,0,0,0,0
"Methyl thiolacetate",0,0,0,0,0,0,0,0.168518079833333,0.0595352862,0.0151737233,0,0,0,0,0,0,0,0,0,0,0,0
"Methylacrylonitrile",0,0,0,0,0,0,0,0,0.0066818027,0.0074453005,0,0,0,0,0.00713682533333333,0.00557470163333333,0,0,0,0,0,0
"Methylamine, N,N-dimethyl-",0,0,0,0.138000205433333,0.521107263933333,0,0.800470465166667,2.0411308198,0,0.900550553266667,1.29846190236667,1.05175670163333,3.1514693567,0.581763914733333,0.8168357239,0.439573449533333,0.6486986003,0.359945969333333,0.0891043432333333,0.0478296461,0.6887453649,0
"Methylthio-2-propanone",0,0,0,0,0,0,0,0.0461250582,0.0069428268,0.0093953961,0.0032104521,0,0,0,0,0,0,0,0,0,0,0
"N-(3-Methylbutyl)acetamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138496745333333,0.0302558463666667,0.0295989130666667,0.0349285065,0,0,0,0,0
"n-Hexylmethylamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152919916666667,0,0,0,0,0,0,0,0
"N-Methoxymethyl-N-methylacetamide",0,0,0,0,0,0,0,0.00653035913333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N-Methyltaurine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359070815666667,0,0,0,0,0,0,0
"n-Propyl acetate",0,0,0,0,0,0,0,0,0.305767708866667,0.270479259133333,0.0801384334666667,0,0,0,0,0,0,0,0,0,0,0
"N-tert-Butylmethylamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282477504666667,0,0,0
"N-α,N-ω-Di-cbz-L-arginine",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159339567666667,0,0,0,0,0,0,0,0.0833838891666667
"N,N,O-Triacetylhydroxylamine",0,0,0,1.20280262656667,0,0,0,0,1.77337465213333,0,0,0,3.63645540446667,0,0,0,0.974865635766667,0,1.79716458566667,0,1.13944134553333,0
"Naphthalene",0,0,0,0,0,0.0200726883333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naphthalene, 1-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132295766666667,0,0,0,0,0,0,0,0
"Naphthalene, 1,2,3,4,4a,5,6,8a-octahydro-7-methyl-4-methylene-1-(1-methylethyl)-, (1α,4aβ,8aα)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00681035516666667,0
"Nitric oxide",0,0,0,0,0,0,0,0,0,0,0.438797347233333,0.458884691533333,0,0,0,0,0.0260306471666667,0,0,0,0,0
"Nonadecane",0,0,0,0.0545896185,0.0537823989666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nonanal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80669262766667,0,0,0.641952562833333,0
"Nonane",0,0,0,0,0.0307778237666667,0,0,0.0552895437666667,0,0,0,0,0,0,0,0,0,0,0,0.2373978291,0,0
"Nonane, 2,2,4,4,6,8,8-heptamethyl-",0,0,0,0,0,0.00382250133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"o-Cymene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346470522666667,0
"o-Xylene",0,0,0,0,0,0,0.0122317706666667,0,0,0,0,0,0,0.0465032665666667,0,0,0,0,0,0,0.120528655866667,0.0293168618
"Octane",0,0,0,0,0.0488283625666667,0,0,0,0,0,0,0,0,0.302726019966667,0,0,0,0,0,0,0,0
"Octane, 1-chloro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087450613,0,0.00519954526666667,0,0,0,0,0
"Octane, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014512202,0,0,0.0247419730333333,0.0352584159333333,0,0
"Octane, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169363153666667,0,0
"Octanenitrile",0,0,0,0,0.0120296725666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxaziridine, 2-methyl-3-propyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084976698,0,0,0,0,0,0
"Oxazole",0,0,0,0,0,0,0,0,0,0.0272136445333333,0,0,0,0,0,0,0,0,0,0,0,0
"Oxetane, 3,3-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008627802,0
"Oxime-, methoxy-phenyl-_",0,0,0,0,0.00361840096666667,0,0,0,0.0344867240333333,0,0,0,0,0.0114140238666667,0.00247906696666667,0,0,0,0,0,0,0.0059911115
"Oxirane, 2-ethyl-2-methyl-",0,0,0,0,0.00886010253333333,0,0,0,0,0,0.0251525165666667,0,0,0,0,0,0.0177476873666667,0,0,0,0,0
"Oxirane, 2-methyl-2-(1-methylethyl)-",0,0,0,0,0,0.0279322396666667,0,0,0,0,0,0,0,0.0264885369666667,0,0,0,0,0,0,0,0
"p-Cresol",0,0,0,0,0,0,0.0113480898,0.6087654515,0.1899704747,0.299847150533333,0.437738722033333,0.197372618633333,0,0.118869505633333,0,0,0.149733372433333,0.392115024666667,0.0558505019666667,0.132664521966667,0.0237668807333333,0.0101502903
"p-Cymene",0.0336275644666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantolactone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324146356666667,0,0
"Paraldehyde",0,0,0,0,0,0,0,0.0254533946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pentane",0,0,0,0,0,0,0,0,0,0,0.463464515533333,0,4.01928340766667,0,0,0,0,0,1.55773736216667,0,0,0
"Pentane, 1-chloro-",0,0,0,0,0,0,0,0,0,0.00380542916666667,0,0.0144874150666667,0,0,0.0057885435,0,0.00586897216666667,0.0281723986666667,0,0,0,0
"Pentane, 1-iodo-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00808418106666667,0,0,0,0,0,0,0
"Pentane, 1-nitro-",0,0,0,0.0111861167666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pentane, 1,1,2,2,3,3,4,4-octafluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135193676666667,0.0252843435,0,0,0,0,0
"Pentane, 2,3,4-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052752528,0.00261754703333333,0,0.0259949726666667,0,0,0,0
"Pentane, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0.01260336,0,0,0,0,0,0,0,0,0,0,0.0163782287666667
"Pentanoic acid",0,0.00750579486666667,0,0,0,0,0,0.1688967063,0.107383527233333,0.183610586833333,0,0,0,0,0,0,0,0,0,0.00569943416666667,0,0
"Pentanoic acid, 2,2,4-trimethyl-3-hydroxy-, isobutyl ester",0.00476064503333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326588536666667,0,0,0,0,0,0,0
"Pentanoic acid, 3-methyl-",0,0,0,0,0,0,0,0.051807363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pentanoic acid, 4-methyl-",0,0,0,0,0,0,0,0.282874958533333,0.107125075733333,0.173914276766667,0,0,0,0,0,0,0,0,0,0,0,0
"Pentanoic acid, 4-methyl-, ethyl ester",0,0,0,0,0,0,0,0.1240963498,0.0646931235666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pentanoic acid, 4-methyl-, pentyl ester",0,0,0,0,0,0,0,0,0.0343350953,0.0313333178333333,0,0,0,0,0,0,0,0,0,0,0,0
"Pentanoic acid, butyl ester",0,0,0,0,0,0,0,0.0454266708333333,0.0466887520666667,0.0271045901666667,0,0,0,0,0,0,0,0,0,0,0,0
"Pentanoic acid, ethyl ester",0,0,0,0,0,0,0,0.0439382199333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Perfluorooctane",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199404964,0.0214860786333333,0,0,0,0,0,0,0
"Phenol",0,0,0,0,0,0,0,0,0,4.9186222407,0,0,0,0,0,0,0,0,0,0,0,0
"Phenol, 2-(1-methylethyl)-",0,0,0,0,0,0,0.000987939433333333,0,0,0,0,0,0,0,0.00228022543333333,0,0,0,0,0,0,0
"phenol, 2-(1,1,3,3-tetramethylbutyl)-",0,0.0432932596333333,0,0.0130408525666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenol, 2-chloro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010760555,0.000864164966666667,0,0.181641122,0,0,0,0
"Phenol, 2-methoxy-",0,0,0,0,0,0,0,0,0,0.00208549616666667,0.0216180609,0,0,0.0115190334,0.0222427479666667,0.0264948270333333,0.0289806621,0,0,0,0,0
"Phenol, 2-methyl-",0,0.0025919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenol, 3-(1-methylethyl)-",0,0.0222246280666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenol, 4-(1-methylpropyl)-",0,0.0154724987666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenol, 4-(1,1-dimethylpropyl)-",0,0.0851306884333333,0,0,0,0,0,0,0,0,0,0,0.0199511981333333,0,0,0,0,0,0,0,0,0
"Phenol, 4-ethyl-",0,0.0122964567333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenol, p-tert-butyl-",0,0,0,0,0.00531602046666667,0,0,0,0,0,0,0.0062580027,0,0.00462895966666667,0.00612771436666667,0,0,0,0,0.018190458,0,0
"Phenyl trifluoromethyl ether",0,0,0,0,0,0,0,0,0,0,0,0.0020899238,0,0,0,0,0,0,0,0,0.00293094486666667,0
"Phenylethyl Alcohol",0,0,0,0,0,0,0,0.0845421812,0.0514958722333333,0.1503708869,0.378355333166667,0.1161132226,0.963286092866667,0.0750100501,0.123298950166667,0.240300160033333,0.3474909613,0.347644925333333,0.0583421006333333,0.141845241133333,0,0.0269222382666667
"Phosphonic acid, (p-hydroxyphenyl)-",0,0,0,0,0,0,0,0.0102077193333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phthalic acid, 2-isopropylphenyl methyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0.0080265594,0,0,0,0,0,0,0,0,0
"Propanal, 2-methyl-",0.0119203283666667,0,0,0.0109910242,0,0,0.0354055327333333,0.155179489533333,0.1210606787,0,0.418299794433333,0,0.4164049882,0,0,0,0,0,0,0,0,0
"Propane, 1-nitro-",0,0,0,0.00346159963333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propane, 1,1,1,3,3,3-hexafluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172856189333333,0
"Propane, 2,2-difluoro-",0,0,0,0,0,0,0,0,0,0,0,0.00872771216666667,0,0,0,0,0,0,0,0,0,0
"Propane, 2,2-dimethoxy-",0,0,0,0.00609265506666667,0.0058977125,0.0130557393333333,0.0124733978666667,0.0120086437666667,0,0,0,0,0,0.0111268844333333,0.00727691406666667,0.0131674505,0.0113457006333333,0,0,0,0.0086688674,0
"Propanedioic acid",0,0,0,0,0,0,0,0.0085874637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propanedioic acid, propyl-",0,0,0,0,0,0,0,0.00609243216666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propanenitrile",0,0.0109242869666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propanenitrile, 3-hydroxy-",0,0,0,0,0,0,0,0,0,0.1677695978,0,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid",0,0,0,0,0,0,0,1.3242787378,0.7820751312,2.7408720703,0,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, 1-methylethyl ester",0,0,0,0,0,0,0,0.0071849359,0.00468280396666667,0.00435448626666667,0.00416580923333333,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, 2-(methoxymethoxy)-",0,0,0,0,0,0,0,0.0101545671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, 2-hydroxy-, propyl ester",0,0,0,0,0,0,0,0,0,0.0136640329,0,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, 2-hydroxy-2-methyl-",0,0,0,0,0,0,0,0,0,0.0320568695,0.0110374548,0,0,0,0,0,0.0115342514,0,0,0,0,0
"Propanoic acid, 2-methyl-",0,0,0,0,0,0,0,0.836349083933333,0,2.0702368412,0,0.206644716733333,0.249303010466667,0.0603647176666667,0.0904981576,0,0.122042605933333,0.382128674666667,0,0.120889544266667,0,0.0062021496
"Propanoic acid, 2-methyl-, 3-hydroxy-2,2,4-trimethylpentyl ester",0,0,0,0.0028333979,0,0,0,0,0,0,0,0.0072605495,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, 2-methyl-, anhydride",0.0253436894,0,0,0,0,0,0,0,0,0,0,0,0,0.0205545437666667,0,0,0,0,0,0,0,0
"Propanoic acid, 2-methyl-, butyl ester",0,0,0,0,0,0,0.00282021986666667,0.0784541636666667,0.0484897053333333,0.0368438784,0,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, 2-methyl-, ethyl ester",0,0,0,0,0,0,0,0.0880112072333333,0.0483744591,0.0384255296666667,0,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, 2-oxo-",0,0.1941418401,0,0,0,0,0,0,0,0,0,0,0,0.0177656697,0.0560823704333333,0.0760442533333333,0.264273402833333,0,0,0.1970499611,0.0135237694,0.0115184417666667
